OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,match_distance,Source,ACTUAL_TEXT,AGREEMENT_CONTACT_INFO,CC_LATITUDE,CC_LONGITUDE,CC_OWNER_ID_SECTION,CC_SIGN_AGE,CC_SIGN_BACKGRD_COLOR_ID,CC_SIGN_BCK_STAMP,CC_SIGN_BORDER_COLOR_ID,CC_SIGN_COMP_CLASS_ID,CC_SIGN_DESCRIPTON,CC_SIGN_DIMENSIONS,CC_SIGN_DIR_ID,CC_SIGN_DIST_ED_OF_PAVE,CC_SIGN_FACI_ID,CC_SIGN_FAC_TYP_SIGN_ID,CC_SIGN_FUNC_LOC_ID,CC_SIGN_GROUND_MOUND_TYP_ID,CC_SIGN_INSPECTION_CMT_ID,CC_SIGN_INSPECTION_COND_ID,CC_SIGN_INSP_DATE,CC_SIGN_INT_LOC_ID,CC_SIGN_ITS_TYP_ID,CC_SIGN_LEGEND_COLOR_ID,CC_SIGN_MATERIAL_ID,CC_SIGN_MIN_LOC_ID,CC_SIGN_MM,CC_SIGN_MSR_ID,CC_SIGN_NOMENCLATURE_ID,CC_SIGN_NO_POST_GRD_MNT_ID,CC_SIGN_PENNDOT_MAT_NUM_ID,CC_SIGN_POST_MSR_ID,CC_SIGN_PTC_MAT_NUM_ID,CC_SIGN_PTC_PENNDOT_NUM_ID,CC_SIGN_RECON_COMM,CC_SIGN_RECON_PROJ,CC_SIGN_REFLECTIVITY_ID,CC_SIGN_SAP_EQIP_NBR,CC_SIGN_SHEETING_ID,CC_SIGN_SIZE,CC_SIGN_STATION,CC_SIGN_STR_MOUNT_TYPE_ID,CC_SIGN_TMP_OBJECTID,CC_SIGN_TMP_PHOTOB,CC_SIGN_TMP_PHOTOF,CC_SIGN_TP_LANE,COMMENT_ID,COMMENT_STR,DATE_UPDATE,EASTING,FABRICATION_AGREEMENT,INSTALL_AGREEMENT,INTERFACE_TRIGGER_DATE,IS_BREAKAWAY,JURISDICTION,LAT,LOAD_DATE,LOC_IDENT,NORTHING,NOTES,ORIGIN,ORIG_KEY,OWNER_ID,OWNER_NET,PERIODIC_MAINT_ID,POSITION_NAME,QA_DATA_FLAG,QA_PHOTO_FLAG,READABLE_TRAVEL_DIR,REPLACED,RETIRED,SIGN_CLASS_CODE_ID,SIGN_CURRENT_CONDITION,SIGN_NAME,SIGN_STATUS_ID,SIGN_SUPPORT_H_ID,SIGN_SUPPORT_ID,SIZE_HEIGHT,SIZE_UNIT_ID,SIZE_WIDTH,SUP_EXT_CD,SYMBOL,TRAVEL_DIRECTION,USER_UPDATE,VARIABLE_SIGN_HEIGHT,VARIABLE_SIGN_WIDTH
4,1432478.321,358387.4952,1122.383228,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c5dc3bee-37bb-459a-abd7-24f691eaa135,DIRECTIONS AT EXIT,D9-18b,2.046887851,0.751642987,,-16.16012105,-79.67194039,40.30112853,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1485007.997,305662.4915,1289.171922,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-da7be8f6-b8df-46e7-b24e-62d874deb9b7,"MILE
88
5",D10-1,24.43548851,5.147756975,,137.9899903,-79.47993992,40.1594065,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1449329.45,330725.7994,1010.74178,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8979a712-7c23-4f4b-8593-80f1948d314b,STOP,R1-1,0.279697952,0.111219053,,-48.79282761,-79.6094497,40.22620301,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1430762.388,362333.6329,1099.14476,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a25bde99-8d2d-436e-8baa-7995764d28d1,,W1-13,0.807681068,1.150403912,,-95.17903409,-79.67839994,40.31185563,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1485225.429,305304.34,1291.353204,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-adab1fe3-11af-4ccf-b87b-e8c058e819d8,NO PARKING,R8-3,2.680856291,1.963740125,,34.18444277,-79.47913706,40.15843522,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1430964.146,380449.5871,1141.384287,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6c4ed709-37ea-4f00-9e1b-6f4b529ae851,ONE WAY,R6-1,4.386196913,1.860513222,,114.9026698,-79.67909556,40.36158489,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1430788.218,362247.3572,1101.169899,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bad0645b-6d21-4678-9b1e-3d056da57e3a,,W1-8R,2.122969078,0.561585754,,-93.41075949,-79.67830059,40.3116204,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1430760.446,361972.1773,1109.973372,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-49729ed1-cd24-4389-85d8-3d4089a612f2,,W1-8R,1.629147148,0.865310851,,18.55431803,-79.6783786,40.31086353,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1450573.444,329544.2476,983.4511803,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-02a6933d-dcdc-4286-8935-989c28c93a19,25 MPH,W1-1,2.412977752,4.390577298,,-110.9739759,-79.60490668,40.22303209,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1453989.108,325729.3497,1031.626455,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4ee09f06-37d8-45bc-afc9-70cef803239f,7.3,D10-1,0.974354867,1.96088251,,-63.65376386,-79.59239235,40.21275844,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1482976.591,307849.6379,1214.15575,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b11373dd-52da-400b-a402-0742cb8da9d6,,W1-8L,1.853051901,0.272574937,,-118.306025,-79.48736038,40.1652998,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1497883.526,303825.6453,1604.363281,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-de66f8a8-dbf1-4e43-a8b0-4f05569fdf3c,,W1-8R,0.781100392,0.403678592,,117.1976694,-79.43375716,40.15504821,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1464718.59,320376.4843,1025.588182,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-13365563-fd51-4402-9c1a-6e0a88a6c307,ONE WAY,R6-1,4.68766753,1.789380657,,-144.0024206,-79.55359095,40.19867547,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1470724.71,315406.2797,1141.382886,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-43f90f7a-4812-4c25-8046-3b796a2ac146,Hecla Road,D3-1,8.037751623,1.215503767,,124.6584091,-79.53173532,40.18536929,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1488388.088,303163.6275,1320.691271,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c1ebbead-ca3c-4902-a350-5f4fe6ecfae5,Push Button Wait For Walk Signal,R10-3e,0.229506903,0.281881251,,29.86102071,-79.46767509,40.15272929,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1478509.618,310594.8912,1173.71213,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1b42707b-9a20-4d9f-bd61-35329473ef87,ONE WAY,R6-1,20.49739091,2.57933852,,139.1097333,-79.50353551,40.17259196,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1479318.375,309962.0893,1175.889256,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1c3a671e-b016-4393-aba9-155109b1eabe,B 21,D10-1,1.200818722,1.128513817,,40.97040186,-79.50059707,40.17089925,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1455950.239,325620.5952,998.4823591,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d4674575-21aa-48a0-84ad-7bff1cd2bcec,"WEST
70
119
TO
TOLL
66
Greensburg
Wheeling WV
1 MILE",D1-1,5.75347545,6.574162497,,179.2427596,-79.58536375,40.21257206,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1490295.166,302384.1829,1388.486365,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3aca3ff5-ec2c-4231-942b-caceec6295a9,MILE 84.7,D10-1,3.411775559,4.896812927,,-75.77328758,-79.46079992,40.15069166,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1490294.645,302385.0615,1388.749789,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5f82b797-db10-4b20-a570-2859c3fa93af,0 4.7,D10-1,1.056879561,2.158609182,,33.06567735,-79.46080185,40.15069404,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1493479.78,302157.2655,1453.469228,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-39d18080-9650-4161-82f7-39157d4c7d8f,,W1-8R,3.272357484,3.872653864,,-111.6249791,-79.44939402,40.15023764,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1430946.928,381026.1808,1154.49115,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-fe41e6a5-9599-4fbb-9f86-ce4ec7c69f36,No Parking,R8-3,2.789287639,1.502100337,,110.4895907,-79.67920252,40.36316625,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1479685.744,309741.6903,1162.166336,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ceedc79f-7844-4ba8-9ce2-1ea62afa31de,8.2,D10-1,4.762139161,4.532204144,,56.69257835,-79.49926712,40.17031433,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1476763.561,311742.0551,1187.010729,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-88495b65-cccb-4b0f-85cc-9c6d0ec4df1f,"MILE
81
.5",D10-1,24.45890323,4.934050502,,45.51521087,-79.5098643,40.17564507,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1476764.714,311739.6505,1185.918186,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ed23f270-911d-49b7-89bb-21026ca7ee1a,MILE 81.5,D10-1,21.05459779,4.92225436,,48.76027167,-79.50986,40.17563853,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1476757.377,311740.2577,1185.623423,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c197181f-2d94-4803-867e-34a6efebe71b,8 15,D10-1,17.66981636,4.96525879,,84.80978788,-79.50988629,40.1756398,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1476760.86,311740.7799,1186.35262,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-eb41c925-e839-48f4-a523-fc8582b16066,"MILE
81
.5",D10-1,19.35691229,4.938274445,,-119.3576282,-79.50987387,40.17564142,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1464089.0,320711.706,1029.676458,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ef2d732a-1e92-429d-aec1-c8fd5b5181e4,No Parking,R7-1,7.012682848,5.287412647,,-62.24657422,-79.55586886,40.19956017,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1430933.677,380532.5115,1143.808468,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-53c2ac11-40eb-48e3-9689-70189af78a68,"MILE
6
3
5",D10-1,35.30953321,4.897271303,,172.7831327,-79.67921137,40.36181064,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1430934.766,380528.3976,1143.654228,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-122c0217-2881-4a0e-bf2d-09bb8b815409,MILE 63.5,D10-1,27.32006126,2.658728306,,137.9751985,-79.67920714,40.36179942,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1430933.421,380528.6604,1143.782486,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-724f50fb-ab40-4dc5-8b66-d3b71f8fe9b7,MILE 63.5,D10-1,44.66226549,4.24150771,,-32.33208756,-79.67921199,40.36180006,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1430933.1,380523.5917,1143.917852,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e2433c43-4920-40b8-927b-f094c0f2cbdb,MILE 63.5,D10-1,22.11420825,2.150727618,,128.714232,-79.67921274,40.36178613,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1430936.15,380535.017,1143.645617,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7a02bb53-51d8-4ac2-8009-55a1df7fa026,"MILE
63
.5",D10-1,16.79240645,2.889109575,,33.78368242,-79.67920269,40.36181766,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1463236.518,321387.7435,1032.06144,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3a77befe-5431-4749-9a3b-e5a6b9d4c397,"MILE
7
8
.3",D10-1,0.955171811,3.793463542,,-48.63311284,-79.55896959,40.20136767,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1466263.949,319182.4324,1042.899163,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9587f3c5-12dc-4edb-8fc5-fe091b64dd1d,"EAST
INTERSTATE 76
MILE 79.0",D10-1,1.175682254,5.454155134,,-122.3111266,-79.54797291,40.19548487,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1466264.42,319181.774,1042.971602,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-797bc3e8-c2b2-41e8-9f88-1e384ed057a1,"EAST
76
MILE
79
.0",D10-1,2.156789758,5.9620205,,56.50294761,-79.54797117,40.19548309,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1466270.879,319172.1526,1044.343639,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-110d198a-f39c-491d-8740-ad1ee6f0706d,EAST,M3-2,8.481333664,3.242287509,,56.18742954,-79.54794736,40.19545704,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1466275.035,319181.3863,1040.562991,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-39ab9717-7aef-4e5e-bdc6-a430fba72515,EAST 76 MILE 79 0,D10-1,52.00074652,7.666653221,,-124.3240981,-79.54793316,40.19548262,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1466267.598,319177.0274,1044.058589,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e1e471b4-61b2-45ca-a860-dda3be817cca,EAST 76 MILE 79,M1-1,4.641552244,4.102193473,,56.06776822,-79.54795945,40.19547024,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1466272.667,319180.8465,1039.366621,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2dba9f04-9ab5-4d4a-b44c-cb250919f160,"79
0",D10-1,7.587402668,1.051218696,,-138.9717644,-79.54794159,40.19548101,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1507504.064,291177.0278,1807.792939,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6647a691-426e-4cb3-b0ea-e8fc59a36c44,,R2-1,1.869142971,0.427995302,,169.9781708,-79.39850052,40.12083089,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1507504.301,291177.0639,1807.79435,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-34269985-9c6d-4933-9524-fce733334cbe,,R2-1,1.930556752,0.518022384,,170.228612,-79.39849968,40.120831,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1430061.917,365836.057,1127.767648,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b99c07ad-6f8f-47fc-8f92-f36fc5e35b46,PARK BEHIND LINE,R8-31,3.7209228,1.84152875,,-126.4191252,-79.68118575,40.32142564,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1430050.184,365842.561,1128.924019,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cbb5cfe8-640e-4db9-8760-28356eb31c6c,PARK BEHIND LINE,R7-20,5.890076977,3.268690867,,-50.98185739,-79.68122833,40.32144279,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1430059.508,365846.0982,1126.025956,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9e27a023-1dad-40a1-a2c8-44fc163dcf84,PARK BEHIND LINE,R33-1,35.03319975,5.325945173,,-23.06401381,-79.68119517,40.32145305,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1430073.381,365849.0842,1125.479935,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c8ee0bf6-599f-46d1-8740-2a81b0f01403,PARK BEHIND LINE,R33-1,28.33036266,4.704073637,,-39.07250385,-79.68114567,40.32146208,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1460180.457,323500.0267,1048.695689,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-275b069a-510d-422e-9e79-1eddee85a505,35,R2-1,2.102066819,2.430771893,,-65.01028205,-79.5700638,40.20699248,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1429118.915,367516.6126,1090.766159,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-01616907-99bd-4dab-93a2-54a819d126a9,EXIT 67,E1-5P,9.207062567,2.848244102,,-34.21898737,-79.68469891,40.32598108,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1446294.756,333763.2679,1066.794339,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-63ba9d6a-4763-4a0b-a53e-a98285915348,"MILE
742",D10-1,14.19233502,3.55603259,,110.6723998,-79.62054584,40.23436332,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1450368.706,329606.1285,978.1844055,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7ffc8dc4-2f34-41f5-8192-41d9eb5a0a4e,NOTICE UNATTENDED VEHICLES REMOVED AFTER 24 HOURS,R10-14,2.460283956,2.463449957,,-31.30569921,-79.60564437,40.22319011,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1429121.202,367518.1057,1084.187071,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-dafa6c43-1a0f-4d80-bab1-bd0fa370b2a7,"EXIT 67
IRWIN
30
Irwin
Greensburg
1 MILE",E1-1,14.19680458,15.33871622,,145.6720286,-79.68469082,40.32598532,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1427447.747,370424.6677,990.0048872,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b9d7d01a-cd7d-413d-8bcf-8035e1be6346,"MILE
65.6",D10-1,1.065456316,3.228988738,,-24.51407838,-79.69092049,40.33386124,False,-1,,File 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
