OBJECTID,X,Y,Z,Layer,GUID,MUTCD,width,height,content,comments,condition,assembly_id,Longitude,Latitude
831,439736.0496433558,3121393.997310875,170.2154382942244,Sign,8befb63b-5917-4357-9bad-67e59b4bf7bc,D15-10T,1.453324647583178,1.19176291767583,PASSING LANE 2 MILES,,Good,0e9a16bc-e864-44ce-9c18-0eee6cad8e58,-99.61414928717122,28.217002987480686
832,416278.0072127016,3154472.700052454,157.5414288816974,Sign,f11d73ba-22da-49f7-9916-934c2f6ecd96,W8-13aT,0.9656473216642792,0.9561341404477048,BRIDGE MAY ICE IN COLD WEATHER,,Good,5d206fdb-6cd8-4756-ae67-49cac4a0ffe6,-99.85558274288765,28.51428303440797
833,433446.6669274456,3141373.044101841,152.2725770659745,Sign,a081521e-4721-4af8-b4f2-73deb6369d28,W9-1,0.9877884575723178,0.9926163304863412,RIGHT LANE ENDS,,Good,ec8f5b48-7970-4047-9db0-1f886c640f1e,-99.67938563012885,28.397036256487596
834,426888.6395685098,3158300.807981685,141.9612106541172,Sign,b8776b0e-b0b9-43c9-8fbc-bcde95a14c8a,W1-8,0.7035458445610494,0.8794417768766997,,,Good,00c38273-f92f-43b1-aa01-b8df5e86d815,-99.74740105419262,28.54947434425694
835,415849.4039344356,3155290.10390857,160.755775407888,Sign,a1729174-63d0-4506-b57d-a5455ca13049,R7-1,0.3496575355529784,0.4776296158349176,NO PARKING ANY TIME,,Good,73ba96dd-d5a4-4355-83a3-4bb113426582,-99.8600222395629,28.52163293953783
836,416895.3490332976,3155132.198856974,154.5560288289562,Sign,d0e644da-aca1-49f5-9531-f0d778a8d273,S1-1,1.065908056697099,0.9516646040409642,,,Good,09aed6fb-4d15-40fd-927e-81ff26c15abe,-99.84932219010092,28.52027499500478
837,421067.3626628308,3150653.272525699,152.5604363838211,Sign,67fb497c-2dfb-4e7f-85ab-a14fd3815dc2,M1-6FS,0.6515965075989643,0.5650589019029824,FARM 1557 ROADS,,Good,619d9557-585e-4f36-9589-53152e256805,-99.80638074371235,28.48010922102853
838,421067.3679969512,3150653.261494705,153.0128349550068,Sign,aca604ed-ee8e-4c50-bf41-4ef676c87500,M3-2,0.6506443588720824,0.3161564578191524,EAST,,Good,619d9557-585e-4f36-9589-53152e256805,-99.80638068846679,28.480109121788495
839,421067.3736104269,3150653.267211804,152.0287294080481,Sign,2486516f-db91-42fa-b702-a8b92fad5ad0,M6-1,0.6120881590017171,0.4896861404600338,,,Good,619d9557-585e-4f36-9589-53152e256805,-99.8063806315158,28.480109173729744
840,421135.8802985208,3150522.186184399,150.5940954023972,Sign,cdaa79df-4046-4dee-9144-c79dc690ed33,R2-1,0.8334419727325436,0.9732236863951128,SPEED LIMIT 75,,Good,edc40dd0-d73f-4237-955d-fcc50d04d42a,-99.80567184071562,28.478930214967665
841,421400.3069379507,3150176.988950684,146.2665273351595,Sign,e4fbfbe5-cae3-466c-86b8-0a94476b605d,W2-1aT,1.309057242206037,1.302430182574325,HIGHWAY INTERSECTION AHEAD,,Good,42858d07-2720-41f7-aea6-a967992393bb,-99.8029471256197,28.475830518655837
842,415849.3193631474,3155290.06226587,161.3801223887131,Sign,b36ce1a0-2963-48c7-82ea-2cfcf4f130a6,M1-4,0.8001624285582734,0.7227983937870256,277,,Good,73ba96dd-d5a4-4355-83a3-4bb113426582,-99.8600231007544,28.521632558216805
843,416176.5543368994,3154535.230577025,157.0726785873994,Sign,5a36b3d0-5329-4c13-8e45-aec65d24629a,I-2aT,2.047303653966247,0.7355344328653854,Carrizo Springs CITY LIMIT POP 5800,,Good,8ee0faf5-8711-4af5-86ef-bed249007df2,-99.85662398908342,28.514840878329217
844,415849.3168751708,3155290.046642666,161.8757716771215,Sign,2c0d8ff1-442e-4133-9b5f-1343df9f9bda,M3-3,0.6285886284567753,0.2284456451548597,SOUTH,,Good,73ba96dd-d5a4-4355-83a3-4bb113426582,-99.8600231250349,28.521632417047257
845,417000.4422542623,3155129.581310129,155.3880354911089,Sign,c29762d2-2804-49bf-b714-74657f4ed770,W1-8,0.6725631878953775,0.8102210753669391,,,Good,5c466359-8e11-4c89-a38f-bbaa5bfa2bfc,-99.84824805430851,28.520258079755152
846,421194.3377677916,3150470.696004246,150.4353595804423,Sign,7f10c399-0b5f-4e0c-a52c-29a7b5350689,W11-10,0.9968839397064267,0.9636484589271834,,,Good,2c6ee86d-9182-485f-8138-cf8e76043071,-99.80507116628566,28.478469013098152
847,416130.2622635126,3155296.989016345,156.0447464277968,Sign,70f4ef0f-10eb-4f06-b946-0b7ac1ff5972,M6-3,0.6232893392620704,0.3931183927538568,,,Good,b39de3a9-ea10-4533-9ee7-bc36d739f5a9,-99.85715262383466,28.521713221108293
848,421194.3279193667,3150470.692941139,149.5536526376382,Sign,ebcd416a-3a2b-47de-83c5-48efddce74aa,W7-3aP,0.6965570343616916,0.4634232966757088,NEXT 4 MILES,,Good,2c6ee86d-9182-485f-8138-cf8e76043071,-99.80507126667841,28.47846898485565
849,416805.2987315533,3154145.388430027,161.5708773741499,Sign,2155a194-6b36-4670-89f6-f4b6d766e340,M1-4,0.7107530832290636,0.5546947741517123,83,,Good,9a8130c7-a368-4c7b-8a7d-9422cc83d110,-99.85017097310602,28.511362664811305
850,408643.4909091677,3164824.411017014,175.0013450570405,Sign,c67cf69c-0238-4dfa-b8f3-e7ab93f1e4ba,Unknown,5.158078342859048,0.6848443566915012,BOBBITT RANCH,,Remove,df5c0e31-8f96-4064-9ec0-dc0fb397fda2,-99.93441903792774,28.60719724608186
851,415753.1167751102,3154789.469251036,164.8784131025895,Sign,c77896ec-031f-4147-841d-e078062f737c,M1-4,0.6907634957806638,0.6347316059546805,83,,Good,b5752700-868f-4536-abd9-b1b09e44c2e7,-99.86096949840811,28.51710818466753
852,415753.1412404067,3154789.450758151,165.4273507418111,Sign,1f9417f0-1cf2-4e9b-956d-36d532634566,M2-1,0.6183304172055074,0.3779161683406739,JCT,,Good,b5752700-868f-4536-abd9-b1b09e44c2e7,-99.86096924704992,28.517108019342576
853,416141.5965858949,3154558.813844668,157.148344097659,Sign,48f6d6b7-645f-48ef-8703-8bc11ab7122e,W3-5,0.9580230369088596,0.9975568015334442,SPEED LIMIT 35,,Good,1eb4e289-de56-483d-b9bf-e0d92a14447b,-99.85698292380475,28.515051478967056
854,416751.8565130677,3156838.75098659,155.9704086650163,Sign,6cf87a2b-ff31-4349-8155-189fe524fcc7,D3-1,0.8168084422592558,0.2263300418853757,Orlando St,,Good,f7e64983-c277-4802-9379-22d0ce561d6a,-99.85091223977196,28.53566847775142
855,416631.6056664897,3154257.087807276,160.6828615805134,Sign,7bf48a10-4660-4b1b-add5-eb4508b82ade,W2-1aT,1.381247053971565,1.430555108910874,HIGHWAY INTERSECTION AHEAD,,Good,cd854e50-2115-4b69-b188-8591aecc6a16,-99.85195389228089,28.51235970483299
856,415816.385173386,3154739.034003084,162.949476451613,Sign,9dbd9139-2a2c-468a-b8ae-e0a675db7ee6,D1-2,1.864402153257149,0.6467001759673179,ASHERTON LAREDO,,Good,6237e9c3-0719-4355-9056-e880e060cb76,-99.86031928568697,28.516657072080513
857,416095.878765169,3154600.586999783,157.3512620059773,Sign,20540e9c-0bcc-4689-83a7-5f4bf4bcdf86,R14-1,0.6347619796969405,0.4107707411976548,TRUCK ROUTE,,Good,f0a1614d-3227-4f8a-be22-7c9856ac3885,-99.8574531395934,28.51542555945966
858,415729.1536406126,3154855.240572258,165.3255810569972,Sign,3b1dc091-bb05-49bc-a46c-9543ab0478ae,R14-1,0.6643456395079834,0.4943620264530177,TRUCK ROUTE,,Good,b47072a7-1b24-4bf3-91a0-4bdefe2ee666,-99.8612191928301,28.51770025768993
859,416811.1619941794,3154141.82827368,161.9206249052659,Sign,10cf5c9c-111e-4905-b095-fadf10e3b700,M3-3,0.6556881070137021,0.3514187108014465,SOUTH,,Good,9d316227-9264-4bf0-a53a-987e617ecdee,-99.85011080387726,28.51133090701123
860,417041.7164125,3155130.637065625,154.1020681663513,Sign,09a0fe62-0ee7-4a99-9cb5-a81b253711d2,R10-3e,0.2817395329475403,0.5462432503700256,Push Button Wait For Walk Signal,,Remove,6bc83cb5-78de-4508-bd64-10e66d120ad1,-99.84782635027477,28.520270241444674
861,416130.2508373695,3155296.998301993,156.5543384598568,Sign,8e9c2339-9ac0-4a52-b4cd-0dd58d46983b,R14-1,0.6435047484588335,0.5700216157501273,TRUCK ROUTE,,Good,b39de3a9-ea10-4533-9ee7-bc36d739f5a9,-99.85715274127753,28.52171330418005
862,417039.5662762249,3155133.140840388,156.1610367614776,Sign,5164ef4c-a66a-435b-8595-9b03153edc2f,S1-1,0.9779505029327724,0.926597197969824,,,Good,7b752cb9-93f1-4137-8984-68571f6b04e1,-99.84784850329316,28.520292702435583
863,416811.1884837706,3154141.808948631,160.9117223033682,Sign,89ec03b0-fdf0-4191-9576-cf427e40b5da,M6-1,0.6023511886596669,0.4740428944406794,⬅,,Good,9d316227-9264-4bf0-a53a-987e617ecdee,-99.85011053180469,28.51133073428399
864,416237.007825331,3154475.850770504,157.028707918711,Sign,bc737f5b-0add-4661-a2a5-82fcadfedb6d,M1-6FS,0.662949223548352,0.6608031371594479,FARM ROAD 1917,,Good,f7242649-8327-4b52-8dc4-ee21e778c9db,-99.85600192043381,28.51430883282286
865,408416.71250625,3165269.841655469,172.3605029388428,Sign,930141d8-a143-45d1-a1b2-cb7c8fb643c0,Unknown,0.2601826190948486,0.3503679037094116,STOP,,Remove,9f1d6a51-a2f1-44aa-a9b6-e8c368ce85e9,-99.93677400134119,28.611201379018002
866,417098.7485158369,3153960.312677447,161.1568470764905,Sign,6007cf1c-2325-4214-bcfe-5b71a8f4326d,R2-1,0.8526195764556673,1.013703571487883,SPEED LIMIT 65,,Good,be7b17f9-a0a8-48e4-b777-fec21986889f,-99.84715911652341,28.509710966715787
867,423019.78281875,3148158.746440625,152.8984181686401,Sign,edb72d4b-b954-4164-9845-91500514fbe0,D1-1,3.008367538452148,1.843804359436035,White Way MOTEL,,Remove,381b315e-cbba-4705-92bf-dfe2699b67e4,-99.78626955623879,28.4577108775547
868,408577.3101625,3164954.843120312,171.7298648162842,Sign,af543f9f-1b01-482a-bd7a-ceb5312af91a,OM3,0.1410959661006927,0.3253239691257477,,,Remove,5286f5e6-f417-477d-9e38-f1fae80c5be6,-99.93510630348865,28.608369766993892
869,421452.4566274601,3150100.424813616,145.9723472958431,Sign,19c8655d-9d76-4b4b-8fc7-96ba35cccbd5,M1-4,0.6383536178111181,0.5982576414174732,83,,Good,32faf11a-afb0-4308-8991-a6bb1b3823b0,-99.80240920292461,28.475142611743067
870,416583.4954738459,3154262.184817811,160.3213621592149,Sign,3ed46059-6178-4e2a-ab40-1d4c175f967b,W8-6,0.9585153350041514,0.9947896165383172,TRUCK CROSSING,,Good,08f16062-7bdb-4e30-bc67-2ecd7fcf6edf,-99.8524458626617,28.512402625308322
871,415822.2671541622,3155319.972917647,161.7839249782264,Sign,bd62920a-53a5-4fb2-a787-bad012b4fd2c,R7-201aP,0.3602364063262937,0.2133888963172061,TOW AWAY ZONE,,Good,aa35fc74-c594-4070-845b-5a73e57789d3,-99.86030174137089,28.52190076900652
872,415822.2773403948,3155319.968429275,162.1387618565932,Sign,a1da2939-57ef-4642-a80b-45fefba6d33d,R7-1,0.3514428721669717,0.4348077095913895,NO PARKING ANY TIME,,Good,aa35fc74-c594-4070-845b-5a73e57789d3,-99.86030163694772,28.521900729155536
873,421452.4870690918,3150100.401677572,146.4694509049878,Sign,2c0785db-b512-4def-998a-5f592f1211cc,M3-1,0.6949094782606432,0.3418510571202041,NORTH,,Good,32faf11a-afb0-4308-8991-a6bb1b3823b0,-99.80240889039243,28.475142404756923
874,415822.2938021927,3155320.028639667,162.4697774499655,Sign,1703dfc2-10ac-471b-b696-68d5e3b5b03b,D3-1,0.6527063483179597,0.2024953216314312,5TH STREET,,Good,aa35fc74-c594-4070-845b-5a73e57789d3,-99.86030147313447,28.521901273654954
875,414283.31406875,3156275.895854687,176.3138739868164,Sign,34e016de-38cb-4612-91dd-7c5cae30785f,Unknown,0.1242343336343765,0.2404612600803375,,,Remove,6e692815-bf7d-4915-aa94-2c6f5e81d369,-99.87609978151325,28.530427989007592
876,415822.3088508038,3155320.032121804,162.6669338000938,Sign,a318c7b6-4c9c-499f-ad48-d4e45a297962,D3-1,0.6532216717548577,0.1744450288472714,PENA STREET,,Good,aa35fc74-c594-4070-845b-5a73e57789d3,-99.8603013196061,28.521901306057153
877,415819.2714665201,3154758.821348015,163.3203028142452,Sign,5108ecf5-c499-405c-b9f0-5d270ef9a626,R2-1,0.850641907099858,0.995308726033292,SPEED LIMIT 30,,Good,d99e996e-7f14-49ad-b417-e2d9bc5582bf,-99.8602912413251,28.51683585136109
878,421067.242649624,3150668.685998402,152.095238535665,Sign,c1856a93-d5a5-4f83-913e-42dd2af74a8c,M6-4,0.6363153615138614,0.3711084167039913,,,Good,c16e3034-9a92-44c7-b795-3f5e3fd4f721,-99.80638302645015,28.48024833215221
879,421067.249914455,3150668.688725364,152.6317746452987,Sign,accdabf7-530c-4f00-b2d5-dd40212d6f07,M1-4,0.6953566942051657,0.6670076847076412,83,,Good,c16e3034-9a92-44c7-b795-3f5e3fd4f721,-99.8063829524251,28.48024835720522
880,417262.9257997007,3155272.212965795,154.0718433214352,Sign,7ca5fca1-e62a-44a3-a723-fd27d7fc0192,W3-3,0.9578028111214124,0.9530260098245144,,,Good,758921c4-cb03-48cf-ad5f-aa3ef862a14d,-99.84557600793956,28.521562140495444
881,416973.228964006,3155130.223905392,155.1709081819281,Sign,cf85fc20-0755-454e-8481-91f4c7821b96,W1-8,0.6690529268546797,0.8027807308382606,,,Good,fd9d7dc7-bb6a-462f-b079-6dd44a669728,-99.84852619309181,28.52026214294433
882,415986.4222192154,3154855.712179763,157.7083382438868,Sign,e657a586-bfc8-4e38-837e-826e88e609b9,D1-3,1.597611425033295,1.008637070655822,Asheton Catarina Laredo,,Good,2b04f06a-6e8a-4e2d-ba80-72b782f1e69a,-99.85859027335775,28.517721153458236
883,410708.82969375,3161740.938823437,174.4349801345825,Sign,7e71abb7-477f-496c-8665-f078ef43494d,Unknown,0.3867549896240234,0.2804725766181946,,,Remove,7c8c5d4c-b7e5-4ee0-b5b9-013f5685f720,-99.91305589437654,28.57951171765891
884,416032.0648415128,3154703.598609954,157.1237988015637,Sign,981e73ef-54cd-4029-a93c-b32bd67ca64c,M1-6L,0.6407254579769529,0.7035932052582752,LOOP 225,,Good,c26acf91-9226-41a2-a185-e489ec7100bd,-99.85811274895327,28.51635118423408
885,422310.3270334637,3148843.952867416,156.4043422294781,Sign,fd38b528-aac8-4fdc-ae46-f1138f3827ae,W11-10,0.9789296228769075,0.9510885717907872,,,Good,b38965ca-2a51-4d87-bf9f-9eedc348b219,-99.7935615044587,28.46385335880476
886,417243.4594254054,3155260.203953363,154.5506475353613,Sign,f010e71d-de43-4b0e-a439-805b88b233b6,S5-1,0.6565507650375363,1.242356449774398,SCHOOL SPEED LIMIT 30 WHEN FLASHING,,Good,697d4f6e-91de-4962-987c-2e05900f9623,-99.84577407215272,28.521452513363304
887,415858.100149609,3155306.005579515,161.0864494815469,Sign,8757b1ef-01ac-418e-bf19-4ae4a1185652,D9-2,0.6566124185875656,0.6826674001494157,H,,Good,8db002d9-4646-4c33-a072-18f3491f9269,-99.85993453679386,28.521777024017844
888,409467.0289125,3163592.317241406,170.549887399292,Sign,a6e6b27e-c05f-4641-94e0-aee1e9142fee,OM3,0.0740865170955658,0.2801891565322876,,,Remove,94079840-edbc-4f93-b988-ef9110261dee,-99.92589908780559,28.596134990316212
889,408683.0757875,3164847.331401562,170.6620576187134,Sign,dee8a621-9755-4fd2-93b1-877c9151841f,Unknown,0.0545527040958404,0.1570200026035309,,,Remove,729a42e9-0107-40d5-8b27-b9882582cec2,-99.93401602715139,28.6074068985992
890,408411.57188125,3165243.337505078,170.9753825469971,Sign,76a4a243-866a-422d-9052-b97fca54ac41,Unknown,0.1439542472362518,0.3319611251354218,,,Remove,5ae2522c-c6a6-40ac-9345-9038516063f7,-99.93682445464336,28.61096180840937
891,411107.5601625,3161153.898296094,166.8554150863648,Sign,dfcac70b-3112-4ee6-8c89-d886d72ef692,Unknown,1.077897787094116,1.222957491874695,FOR SALE,,Remove,152d9100-560b-46e4-84a4-d1a70e0eee5e,-99.90893350779528,28.57424082063834
892,417007.42735,3157413.8538625,154.082900743103,Sign,a214740a-55ac-4a3e-89e5-1598b3449449,D1-1,1.039688348770142,0.6118923425674438,,,Remove,13b372ab-5b35-4e23-8a2f-5a9c649545f3,-99.8483417655194,28.540875462957327
893,410910.7320375,3161433.866069531,170.6408231063843,Sign,6a4a453a-0c92-490e-80b0-6dcd6eae9e50,Unknown,0.1001712679862976,0.3236966133117676,,,Remove,8beb6632-b2e6-4709-b4d7-1b6925b794de,-99.91096765516077,28.576754144145834
894,443994.987896875,3160829.690288281,139.7106997772217,Sign,90a25918-7308-4ca5-a678-52b2fd139eba,Unknown,0.2716135680675507,0.4930935502052307,,,Remove,9a748ce6-98ea-4ebc-8a4a-8c45d51062fd,-99.57265849451596,28.57315031620454
895,414868.6059109134,3155663.707529646,171.8783021308482,Sign,205502db-c9f4-45db-a425-4a342de6abb2,D3-1,0.604430039753043,0.1570503628830585,14TH ST,,Good,fd84c1c2-fc9a-4da1-a988-17c8691898eb,-99.87007277531342,28.52494110102085
896,409177.036725,3164034.045757031,166.2876536651611,Sign,ae103716-4fb6-4ca7-9585-2cf808b12597,Unknown,0.0762665793299675,0.3581580519676208,,,Remove,f0d88465-8dff-4180-ac61-82203df9334b,-99.92889963433863,28.600101451528783
