OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation
305,1432980.026176432,353005.4419427083,1073.686762560526,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bcc4bca7-ae0f-41fe-93c7-c2579cbb2649,SPEED LIMIT 25,R2-1,1.583892099360625,2.109617703557015,,175.72729499404238
306,1432282.964434896,359446.2047747396,1156.664672487895,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b44b291e-3449-4a62-bfd1-8e1afe3b662b,"WEST
76
Monroeville
Pittsburgh",E1-1,15.21338401317597,14.27153082172076,,168.48970793831435
307,1461530.078138509,322609.216364095,1010.230251508077,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-631cc386-bcef-4974-990d-c1e395f16ceb,MILE 77.9,D10-1,0.9246729887276889,3.868530826568604,,-60.53415957788875
308,1427821.248969401,374468.1922421875,1040.317539690653,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-622ae468-b86a-480c-8672-393af849635b,FALLEN ROCKS,W8-14,5.451732624173165,4.949078742861748,,31.802910252694694
309,1484992.75106779,305659.0008054199,1286.516407335917,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ab85bb4f-7bcf-46cf-a171-38e3350fd029,"MILE
83
5",D10-1,34.07156129837036,6.567515262961388,,-56.23328044735384
310,1484989.598392009,305662.472273112,1286.745639144897,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-58bce13c-9f2c-4b68-a5e2-1f0d535ed163,3 5,D10-1,11.41898103535175,5.510276861886184,,-90.00000407674662
311,1470556.461235026,315642.0527947591,1116.158075197855,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-35253396-0134-4a55-98c6-740b303d556a,801,M1-1,36.70442303975424,9.444646831750871,,-38.60676845706532
312,1427184.408461588,373372.413132487,1023.85585231018,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7db02485-f13a-493d-a5d8-ab4a5d9df07c,"PARK
BEHIND
LINE",R33-1,2.028311498761177,1.994164050420125,,105.2793813098381
313,1432257.166319662,359073.9455332031,1132.925137995402,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7bbb0005-177a-4990-bf71-61469e1cd49b,"EAST
INTERSTATE 76
MILE 68.0",D10-1,1.829334070881208,5.296202358603478,,-100.47109033781605
314,1458562.923229655,324399.6702809245,1019.437220209757,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0bc2e71e-63c2-4345-96c7-ae1ad73225e1,"NORTH
95
SOUTH
95
WEST
495
Baltimore
Richmond
Silver Spring
Next Right",D1-1,0.9962121081103882,2.315006528993448,,-90.00000316526231
315,1495519.109377523,303652.0415250245,1531.731765892029,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-88e478fc-1791-4fed-909a-7b24cf29bad9,,W1-8L,2.052258907556534,7.220880986253421,,90.00000787722782
316,1430991.392625,381051.8955999349,1151.968999804179,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-904f6f99-8d8a-4115-a06a-606a0651e3f5,"MILE
63
.4",D10-1,0.8756720261275769,2.421234582712253,,-169.95072007524843
317,1507440.565167725,291132.1428315837,1805.843938168605,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ca068955-6034-469c-acad-e4a1e3eb796d,MILE 89.4,D10-1,27.05195040225983,3.050744220415751,,100.64170205382351
318,1507435.800309987,291125.4221694539,1807.118499597827,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-503c48ab-65fa-43c4-959f-7bcfa2338104,"MILE
89
.4",D10-1,15.2220790775617,4.186842459440232,,123.59509515981465
319,1432908.411736328,356069.8940651042,1071.507133005778,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3dd70c27-6ae2-42a8-867a-cd348899bf98,,D3-1,1.056523361876607,0.4314732104043166,,-36.23388942569177
320,1478174.146130859,310766.6511590169,1176.406542401632,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f2ca0de0-b5e5-4be0-95fb-689c1a4ec0a2,* 11,D10-1,2.045035965442658,0.7242848421881597,,-6.802633221624134
321,1433217.611054362,350610.2093336589,1025.084813148498,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-59db9752-becd-4ffd-a454-7278c938bfdb,,R2-1,0.1287812925192217,0.1205464863404632,,-96.59811876389932
322,1457132.178726074,325393.608991862,1002.95455704244,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3ec91ede-658f-4f89-ae7d-d2c51a50c587,"LODGING - EXIT 75
DIRECTIONS AT EXIT",D5-1a,13.17712759097417,14.54098238786062,,-59.28592809990329
323,1457132.998934407,325394.8937713216,1001.95612961324,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-69083eb2-c786-48ed-8c47-0d7e4ad14afe,"LODGING - EXIT 75
DIRECTIONS AT EXIT",D5-1,13.06009543478489,14.11101317485174,,120.27826010585946
324,1500320.277753682,300769.5466940918,1711.614206611633,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-eb6d669b-e5cc-4027-bf3f-2893c7b4a3d6,"MILE
87
0",D10-1,1.452026864190896,1.991863566040993,,149.98785167024928
325,1500320.914937012,300774.1675748291,1712.795333644867,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cdcb7803-6361-4ee8-bbf7-38e47b17ad9d,"WEST
INTERSTATE 76
MILE 87.0",D10-1,0.5287516876310111,4.210242320100467,,51.98602553223589
326,1500322.107603231,300775.1503830567,1713.640998273214,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-855e6511-f779-47a7-8cdc-3e0eec5049e9,FALLEN ROCKS,W8-14,4.061149265070757,3.616089234352112,,132.49354399279474
327,1500324.306306234,300776.83965979,1714.188396223704,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-91e85e41-bcba-434b-9cf9-b967a570f7de,WEST 76 MILE 87.0,D10-1,23.3894979206721,7.168294463356337,,-60.57032764886719
328,1504566.100909276,296973.7438766073,1798.176166385333,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1292b0d9-cba1-4dad-aeee-1419ada52799,"MILE 88
.1",D10-1,0.5845341805492839,3.648853732546171,,92.55470770679405
329,1433133.219306315,353326.6432154948,1054.259779757182,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4d11b712-5ad2-4585-8864-6631424dfc0e,MILE 69 .1,D10-1,0.9483564011007548,3.659711220959823,,-179.1482455518785
330,1482879.588424967,307989.656425944,1210.934589886983,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f16f1654-d6f2-47ba-bae2-0d9d0c1a2788,"MILE
82.9",D10-1,0.3477748313608269,3.823222391704719,,-120.00288494605932
331,1504611.059780024,296705.6811303304,1797.740191351493,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d1d9734d-b624-4556-aee7-42375bdf8768,,W7-1,5.461081617474557,5.255740506947041,,168.87703274196264
332,1504610.373836751,296705.5557762248,1793.098179949443,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-17208286-1ed3-4c31-86ac-c21924171c5e,"NEXT
4 MILES",W7-3a,2.867203738888105,2.166231247435014,,169.49121616753663
333,1429459.538220703,377764.872256836,1096.204645200093,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-956cd1d4-9578-4a0f-94f6-b3072b85d9cf,MILE 64.1,D10-1,16.25227212071419,3.428816821177801,,177.44757597354277
334,1429471.187742187,377771.2288714193,1096.041995244344,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d8b454ff-ecae-4e05-914d-f6234a6cf832,"MILE
64
.1",D10-1,30.78720488389333,6.960259024898212,,152.09812504013942
335,1430975.513904297,381600.7815797526,1156.090266334534,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a68cf657-8a9b-4e01-983b-1238b5353214,50,R2-1,0.252725192817549,0.4702697335183621,,-60.56686814233848
336,1429032.696677734,367682.6087005208,1070.513511484782,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1fc802ed-df58-4539-974a-3cd36c765664,MILE 66.2,D10-1,0.9686701435844105,3.943192925850551,,-56.76442374555719
337,1449882.828246745,330140.2891822917,991.9916796925861,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4f982c78-c426-409c-934e-1ccea78ce238,No U-Turn,R3-4,1.625940373962124,3.198411694765091,,139.53242342679656
338,1442632.090461914,336382.7634458008,1040.695404223124,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-500258f9-f00b-4196-b338-764cd4c6423b,MILE 73.3,D10-1,1.054517575725913,3.666897790233294,,122.17965017302107
339,1431774.448083984,360528.9758929036,1165.703684710184,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-262775eb-2884-4de3-b318-2f2dae39157e,,W1-1,0.5576821755617858,0.3414036932587624,,-164.28704618420525
340,1495119.06477771,303539.3926387126,1521.110383363088,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6e66f822-f597-43f4-9054-fdb5e645f645,,W1-8L,3.068206312656403,3.923539076646169,,-114.4884676712078
341,1506991.759923406,292009.5153404083,1831.63843098096,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8a559154-a580-4608-a5ff-cbbf4a6b7535,NO TRUCKS BUSES TRAILERS LEFT,R3-10,3.508912553489209,2.731734463671843,,-44.52597927579712
342,1495006.652982869,303483.390992391,1515.386421539306,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5b4b9e4e-e038-4583-ba46-a06626f0b8c3,.7,D10-1,0.4812387848645449,1.068022654925784,,-37.826659769770345
343,1493890.646606527,302368.3706282146,1464.514431424459,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3b656617-bb74-408d-a939-c8dfbcac439c,"MILE
85.4",D10-1,1.743701453606288,4.325972093939781,,7.136837377880207
344,1495006.741892171,303483.3405303548,1516.725743050893,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-58ea5dc6-e4f9-4594-aba3-0786b514406b,"MILE
85
.7",D10-1,0.5171213741352161,4.087728424866994,,148.9160449792731
345,1505520.573802419,293515.8636384557,1802.574511045138,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-923f77ef-e216-49f3-be14-158357d18268,"MILE
8
8.8",D10-1,0.6179618475337824,4.029548306663831,,69.15857772063934
346,1446414.141573568,333428.1519573568,1056.710042017619,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-76168219-e1b0-4add-b644-1539633cd75f,,OM3,0.4302158052225908,2.863755750060082,,-22.55623825291749
347,1499891.934764893,301053.9987888184,1694.989781667709,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2269e670-8c2c-41fd-b9e4-6927a333f816,"MILE
8
6.9",D10-1,1.037174770757556,3.920208028455576,,123.43172931084749
348,1504585.20329303,295903.9655312704,1783.093971776485,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cf3a317d-5659-4336-9cad-69ca93d85c94,55,R2-1,4.384332120815913,0.9375587518761557,,84.24950844640955
349,1504585.544412389,295900.5933856812,1783.295181636333,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-140fb405-37bf-4071-9d5f-0a783a0f8ae4,SPEED LIMIT 55,R2-1,7.978934001922608,0.874991110910972,,84.30657182464851
350,1493889.846422811,302367.9853545736,1464.831646396637,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-df59d8dc-dfdd-4bcb-91cb-3d67549ce467,"MILE
85
4",D10-1,5.482712115446727,4.475358869433403,,-33.399577735621946
351,1493891.462008952,302368.7254644369,1464.530801549276,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f0669a34-cc2e-4523-8d54-9d20a375fd60,"MILE
85.4",D10-1,0.9655472614616156,4.226604622801146,,-122.58859614659431
352,1428375.29329069,375361.6362086589,1050.204394218445,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b55887ce-e470-4b74-9833-42673257a815,"MILE
64
6",D10-1,8.45241764744123,5.893758847117424,,-29.041841689550708
353,1428373.47345345,375358.201586263,1050.587465151469,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6137abd7-89ed-459b-9619-f9e789a657aa,MILE 646,D10-1,5.566192086338997,5.232725885510445,,-175.63491797138434
354,1429600.652501302,366669.8500530599,1101.210198839823,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-66a1b562-ffe0-4206-a531-1edcf24ef487,"6
4",M1-6,13.04572855393092,1.007083578556776,,-97.62453349407572
355,1429602.741469401,366674.5470273438,1101.339607930501,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-39ed6e4c-fd0d-41bd-b7be-83d1e62b39f6,4,D10-1,12.50029630124569,0.7852687001725038,,-98.918680974445
356,1445402.20313444,335063.3237762044,1089.607985514323,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e611e705-c20f-4a99-b170-8e7f68bab1c7,66,M1-5,3.49813954393069,2.625616506238779,,-128.67479063539076
357,1433187.731121094,350348.0117978516,1012.828996307373,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9d79fa9a-1b34-4b2b-9827-7797e15b33a7,"Push Button
Wait For
Walk Signal",R10-3e,0.2115385487613579,0.3591991543148955,,87.50705145297844
358,1430991.040191732,381530.3846363933,1158.729160491943,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-37bc95b2-8427-4ca5-b891-dcef2c5986cc,STOP,R1-1,0.9761291180551053,3.584193773269654,,-151.77825321620446
359,1485362.464779948,305312.5092416992,1292.310580474853,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5ddb8f88-bdea-4b25-956e-a9a5242ad012,83 6,D10-1,43.93990557034811,5.27203905940056,,52.640004523411534
360,1429939.251161784,366284.4226230469,1118.119236175537,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c491a516-3737-4d1a-9a6c-edacacde8191,MILE 66.5,D10-1,0.9924853586157164,3.487832341392835,,-29.481070498453533
361,1453167.060959147,326460.2450742188,1049.354499389648,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-010c56e7-2139-4a38-8940-e696117bb489,MILE 76.1,D10-1,18.13058906555176,5.21523250480493,,-63.088386303568306
362,1453171.687446777,326468.9437680664,1050.676574699402,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-03b0c55f-3ba5-42b6-9d57-e781d82b3301,MILE 76 1,D10-1,0.236961941998452,3.350727852781614,,179.91438451255397
363,1499193.947085042,301849.7538602295,1666.839499767939,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b59115d4-47a4-4c13-a2e3-31216c1b6517,,W1-8L,3.10060395359993,4.093512488702934,,-24.194617609970138
364,1450618.612792643,329409.1823870443,974.1371299794513,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-83caacdd-6f11-44c7-a6d4-2a5879dea7b4,20 MPH,W13-1P,1.098804833317796,2.289642339398464,,-20.053709351106193
365,1450617.485006185,329408.5544150391,982.2690770899453,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-feba2c70-08dd-4855-a470-6a4db669a44c,,W16-13P,4.279481346209844,2.159853289425373,,-28.718804751319322
366,1450618.785805339,329409.2656894531,982.2205173924763,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0cef26dd-1216-47a4-8016-b6da3235dc97,,W16-13P,3.753736968934537,2.18229220310847,,-29.012686293636627
367,1450616.716060872,329408.2180014648,979.5409732615151,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7ba22afe-2062-46e4-86bd-540c7aedebda,,W1-13,2.77257686128219,3.355650701622169,,149.72176729077503
368,1450618.164241211,329408.9517034505,978.2928388519285,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9496a59b-eaac-4d04-bf41-ab946aef513d,,W1-13,5.163202134370804,4.862134356697401,,153.88864737243833
369,1489359.758102295,302556.564386556,1359.6843072052,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-25159f4f-8b1d-47c2-a7eb-5ab7e02135f2,"EMERGENCY
CELLULAR
*11",D12-3,0.7463157347341379,3.332914156417052,,42.19610996699477
370,1467206.448455078,318711.5415089519,1048.745200340271,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1eb27430-8451-4a53-8665-121ebc1980ef,"MILE
79.2",D10-1,0.6829111273338399,3.834729506870111,,-87.9643794307214
371,1461876.097121256,322539.4538006185,1012.978580200195,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c538eb71-1c6c-406c-a27e-d46b2943cae7,CARS TRUCKS BUSES RV'S,D12-2,7.783825392723084,6.019543951352438,,-50.7064152756601
372,1450658.309594401,329429.5914772135,978.1440559438067,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f0dc8788-ef87-444a-a85f-6013bb47e90e,,W1-13,4.896848126252493,4.381870891948542,,-34.81331073704867
373,1450657.662398763,329429.1909848633,982.1368645528156,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6daaec1b-1ac8-473c-804b-aec19a05dbbd,,W20-1,0.8004310413574179,1.909325769046943,,61.23870992430832
374,1450657.438123047,329429.1076824545,974.9205931396483,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-daceb4e4-f311-43b8-8eb3-bad4df5cd437,20 MPH,W13-1,0.7506914265453817,1.562551019688448,,-119.75169639705359
375,1431016.088585286,361878.9619150391,1108.38702175649,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-70488fc0-7e18-4e6e-a56b-3b6768cad04b,.4,D10-2,0.8277598043282828,0.9095646690328917,,148.18290610992443
376,1431015.966835612,361878.9747307943,1109.075267860412,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cfe803ef-38e3-4073-9dde-8fd932a0366d,MILE 67.4,D10-1,1.131712965120872,3.641843943099181,,149.86011865058765
377,1485366.73723234,305306.7966188151,1293.004533594767,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4bdff7a4-4f18-420f-83db-092baec8a5bf,"MILE
83
.6",D10-1,0.556098490357399,4.06226900100708,,-137.5827872190938
378,1431037.260212891,361840.7773723959,1107.178986643473,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-454a76cc-29cd-4c57-8a9e-37bf7ff95d2a,,OM3,0.3983224463338654,1.729946457793315,,18.927486040766038
379,1505672.52553117,293187.4516886336,1808.612263318618,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d35e421f-24a1-47e0-b360-563a930f4525,No Parking,R8-3,0.705976201420029,3.10213669727246,,-114.73951411735254
380,1505672.739068685,293188.01873574,1806.320933944305,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d5ebeda8-2889-4013-acc0-d5c312df180a,,M6-1,1.416697494089604,1.725468491812547,,149.7374410567648
381,1441641.304426758,337387.6468116862,1046.229457580566,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d8680d63-0515-48d2-ac25-94ca673e9a0e,"NEW STANTON
WEST
TO TOLL
Greensburg
Wheeling WV
2 MILES",E1-1,21.17992999831836,22.14933894077937,,-30.376659916184096
382,1459775.652513509,323672.8471518555,1029.753052106221,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-18b16213-788f-4299-adc0-120221c02b42,"MILE
7
7.5",D10-1,14.30523632049561,2.940567366878192,,96.50077842106492
383,1430511.500263346,365288.7794166667,1122.248913045247,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e244ea05-030a-4e3e-9848-693290ee6539,MILE 66.7,D10-1,0.8981150464216869,3.639077260593574,,-29.845148790396674
384,1451259.541526367,328093.4656943359,988.9674117711384,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1b800b2e-9541-4bb3-af99-3af5a5454f2c,MILE 7 5.6,D10-1,1.036877237011989,3.997362253963948,,139.93837103648332
385,1448419.993092122,331434.5683204753,1029.287880241394,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-289cd38b-a15d-4f5c-9524-4f796db0cf7a,"MILE
74
8",D10-1,0.9472369584937892,3.178086903542281,,130.78445118000923
386,1433347.203971029,348060.6494003906,1005.959601331075,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a96e5dbb-9068-4001-af46-0a5ee15cd05a,MILE 70.1,D10-1,1.313901393860579,3.099217287947734,,-173.089669995812
387,1473418.997930176,313497.1391184082,1123.773036745707,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4576a76a-b2c1-4400-a769-a72b2ef1632a,.8,D10-2,0.5099690266201894,1.153525718400876,,169.1873802410442
388,1473418.9338514,313497.1951873372,1125.562136197408,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6043359e-63a4-42c0-a020-00f0971a54eb,"MILE
808.8",D10-1,0.9425663729012014,3.198087076942126,,108.34210921640447
389,1457109.799213542,325400.5487233073,994.9081150487262,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c4d1ca3f-b372-4413-bd32-9cfb5dc765cd,"MILE 7.6
.9",D10-1,0.552108526652058,3.695513437986374,,-86.30534107288213
390,1428583.651838867,375875.2275986328,1055.756419670105,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f5b64337-9311-4b79-a443-04ec0722ca97,MILE 64.5,D10-1,1.842670779029528,3.967991380890211,,33.820404707521405
391,1428583.946601237,375875.0417701823,1054.597995546977,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-349b4ae4-9de2-4e17-a222-f6a5413c541f,GAS,D9-7,1.130641335199277,2.034480410714945,,-144.35108648520497
392,1453989.194859701,325729.3112916667,1032.687259310404,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f7f64ec3-a553-430f-92ea-6017239efab8,"MILE
76.3",D10-1,1.169872670198481,3.753657574454944,,117.86823472098969
393,1504006.987055695,297832.8251989339,1781.392583278338,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-86b2f2b1-ee32-406d-9e47-b70b78912c1e,55,M1-4,2.317098945081234,0.2541220761090517,,-124.78759533573361
394,1504819.195954824,294875.4413021952,1788.331066313903,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ab6fd0e2-0e21-44c3-a330-b28e11672694,MILE 88 0.5,D10-1,43.42126797676087,5.15608244419098,,-20.042072151597147
395,1495538.092714925,303578.4638714193,1528.932599702199,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9442bd32-ab89-4581-b8fc-33456f2e600f,"MILE
85.8",D10-1,0.5794774268567563,3.286803172429403,,36.62362353684545
396,1427321.748502279,373822.9381910808,1032.501080429077,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-62e4fb81-7ff9-4a73-867d-309be8af340a,,D3-1,4.871775897145272,2.493992974460125,,171.23075326844804
397,1478872.261968262,310359.861467041,1183.413906992594,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1af4d0ac-534b-4e83-8478-28ac99133c48,"WEST
INTERSTATE 76
MILE 82
.0",D10-1,14.47810978213946,5.271617447336515,,131.67134036371598
398,1478891.501620768,310344.3880445964,1184.137997161865,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ccf0c89b-17ae-48a4-8479-8804091f70ee,76,M1-4,77.14753603458405,5.727693755427997,,-24.7156191169037
399,1478870.826603678,310358.307556722,1183.616255752563,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f73c8a95-860e-4310-bc89-f31a9aff86e9,WEST 76 MILE 82.0,D10-1,0.9335652682185174,5.091943046748638,,157.69357442529775
400,1449412.778385091,330676.0518287761,1028.007856628418,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-62f85d7f-dff6-4c16-a63f-3acf1ae615c6,North Center Ave,D3-1,12.28091097215812,2.947765473773083,,-54.629001448932655
