OBJECTID,X,Y,Z,Layer,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,match_distance,Source
2,1199380.354819559,880673.7713837575,161.9556103191776,Sign Face,,R2-1,1.353901936213176,1.626934662709634,,179.58365904448527,-122.29213884919332,47.73439260692479,False,-1,,File 1
3,1199397.378948384,880673.7817965586,161.7532865899804,Sign Face,STOP,R1-1,1.541200944582621,1.724212064395348,,179.80356155133973,-122.29206969688188,47.734393695591365,False,-1,,File 1
4,1220351.881627318,889314.7610921111,-31.50276350229952,Sign Face,STOP,R1-1,1.969525166551272,0.2900506692007184,,91.48711300850768,-122.20770898656193,47.75934729209268,False,-1,,File 1
5,1200995.474787414,884726.7791994109,33.88634176830478,Sign Face,BRIDGE ICES BEFORE ROAD,W8-13,1.358886775324742,0.7082071667412918,,-17.34471217336697,-122.28595093893504,47.745599655362405,False,-1,,File 1
11,1209126.113489399,889375.0852523692,-16.6752949347096,Sign Face,ONE WAY,R6-1R,3.037881141404311,4.021213450729848,,2.0944656352234725,-122.25333624017476,47.758837574062746,False,-1,,File 1
12,1199694.3232005,882069.9598053884,140.0951734187208,Sign Face,STOP,R1-1,8.250134593248369,4.314204111198585,,29.93838599727325,-122.29099228454524,47.73823819639287,False,-1,,File 1
13,1219120.190632649,886181.364211618,9.197893842260314,Sign Face,,R2-1,2.807825663586458,0.460673268015186,,143.73847374404912,-122.21243815659524,47.75068738967588,False,-1,,File 1
48,1220075.01465746,889141.5844953043,-24.79076241075966,Sign Face,,R2-1,2.651245670020581,0.8368228992819787,,106.55114301611306,-122.20881894489322,47.75885628791287,False,-1,,File 1
57,1209683.621268533,889252.6929378525,-32.1458747245617,Sign Face,,M1-5,1.297407679607471,0.7392423417046667,,-170.25849157749926,-122.2510594908908,47.758536120518194,False,-1,,File 1
59,1209714.204466369,889254.0372905491,-31.91663792898231,Sign Face,"BOSTON
PORTSMOUTH
NORTH",D1-1,1.295940935040514,0.2168765564200779,,-139.64766324551078,-122.25093532312503,47.75854166529811,False,-1,,File 1
67,1193992.915704162,863608.3926477956,290.3753472226861,Sign Face,STOP FOR,R1-6a,1.396098537693421,0.4390700496733189,,-49.00949970395101,-122.31242977336944,47.68728963283543,False,-1,,File 1
68,1220062.118403289,889212.7882305033,-32.92542208449267,Sign Face,"DANGER
CONSTRUCTION SITE
AUTHORIZED PERSONNEL
ONLY",G20-2a,2.164996330837409,0.9742550367861988,,172.65003508588308,-122.20887762608078,47.759050647436005,False,-1,,File 1
71,1220902.400214202,889375.3635945526,-18.44640664796007,Sign Face,101st Ave NE,D3-1,3.49856897811095,1.660039227406184,,-77.28543214847977,-122.20547696177262,47.75954601213789,False,-1,,File 1
78,1219884.22771115,889121.2036899073,-26.22596898734543,Sign Face,CROSSWALK,W16-7P,0.9640143222361804,0.6881451986233394,,-22.53935948507457,-122.2095925145452,47.75878910565404,False,-1,,File 1
79,1219883.263525817,889120.8043489725,-24.67080947637531,Sign Face,79th Ave SE,D3-1,1.855201026995977,0.7610836945970854,,-22.2173741491908,-122.20959639784354,47.75878795403089,False,-1,,File 1
80,1221912.101102569,889275.4038077433,-40.10864754994684,Sign Face,"CHRISTMAS LIGHTS
RENTALS - SALES - INSTALLS
206-602-8822",D1-1,2.028311498761177,1.381546272685131,,-45.58449082508007,-122.20136467367166,47.75933184863046,False,-1,,File 1
81,1214082.936020934,888008.0589815917,-28.14492925693565,Sign Face,STOP,R1-1,0.4241242344429096,0.3066449220913152,,148.9768279253175,-122.23306958206746,47.75539168240752,False,-1,,File 1
82,1199279.328221251,879680.142653899,165.2274200592441,Sign Face,,W1-2,1.230508541787664,0.5123678741107385,,-91.723307523302,-122.29245748931288,47.7316634212304,False,-1,,File 1
84,1199145.208139058,876783.5104430022,130.543643626571,Sign Face,,D3-1,0.3311389257013798,0.3719105576040845,,-78.12001719851794,-122.2927348060404,47.72371724943862,False,-1,,File 1
97,1220670.022938303,889335.8943725728,-32.29721150473975,Sign Face,,D1-1,1.676430471936862,1.787185575415691,,-15.648383168182583,-122.2064178938735,47.75942407650892,False,-1,,File 1
106,1201642.819408589,890030.6531829721,51.85064515848982,Sign Face,NE 184 ST,D3-1,5.650882920821508,1.094583921631177,,65.68162840011595,-122.2838082404169,47.76017417094236,False,-1,,File 1
107,1201642.191436584,890030.7212666717,51.1620298506819,Sign Face,,D3-1,5.858211631079516,1.699500825951497,,-24.97913473461273,-122.2838107987869,47.76017431858976,False,-1,,File 1
112,1211041.580292378,888970.1869355788,-30.31290209854616,Sign Face,STOP,R1-1,1.025195101996263,1.378989320670565,,107.49434820300957,-122.2455153725996,47.75784444987365,False,-1,,File 1
115,1208574.198185444,889310.9844993098,-11.91360359013053,Sign Face,US,M1-4,1.672262848416964,0.8531050252914429,,-164.90068425674878,-122.25557341572524,47.75862826916867,False,-1,,File 1
118,1209687.480412821,889255.3216194549,-31.84593489604665,Sign Face,,R2-1,1.875726064393918,0.3037049063791832,,79.10058211381127,-122.25104404465746,47.75854355883232,False,-1,,File 1
119,1210506.114811217,889011.17382332,-33.36055008092247,Sign Face,I-5,M1-1,3.246564055532217,1.141811610485117,,171.50610666890626,-122.24769515086524,47.75792427057386,False,-1,,File 1
126,1200479.693505269,883209.4394388723,109.4951924508813,Sign Face,,D3-1,0.9328194294373195,0.6543534610172114,,-179.6783239454707,-122.28790676145516,47.7414095988506,False,-1,,File 1
129,1222686.319923121,889021.54522353,-33.09694945771221,Sign Face,DO NOT ENTER,R5-1,0.4817465379834175,0.2285453205058972,,168.35169781498908,-122.19819596621488,47.758681906371805,False,-1,,File 1
135,1205318.467712625,889055.0408517979,2.504449548125535,Sign Face,DO NOT ENTER,R5-1,0.9750703946252663,1.178447176218033,,169.309089761932,-122.26878121988102,47.75772754221352,False,-1,,File 1
137,1219209.028646768,886927.719152363,-9.336225683490166,Sign Face,"LEFT LANE
BUSES
ONLY
EXCEPT FOR
TAXIS",R3-11a,3.041272810995579,2.688583955119054,,-8.212575587977106,-122.21214301211444,47.75273797754475,False,-1,,File 1
