OBJECTID,ACTUAL_TEXT,AGREEMENT_CONTACT_INFO,CC_LATITUDE,CC_LONGITUDE,CC_OWNER_ID_SECTION,CC_SIGN_AGE,CC_SIGN_BACKGRD_COLOR_ID,CC_SIGN_BCK_STAMP,CC_SIGN_BORDER_COLOR_ID,CC_SIGN_COMP_CLASS_ID,CC_SIGN_DESCRIPTON,CC_SIGN_DIMENSIONS,CC_SIGN_DIR_ID,CC_SIGN_DIST_ED_OF_PAVE,CC_SIGN_FACI_ID,CC_SIGN_FAC_TYP_SIGN_ID,CC_SIGN_FUNC_LOC_ID,CC_SIGN_GROUND_MOUND_TYP_ID,CC_SIGN_INSPECTION_CMT_ID,CC_SIGN_INSPECTION_COND_ID,CC_SIGN_INSP_DATE,CC_SIGN_INT_LOC_ID,CC_SIGN_ITS_TYP_ID,CC_SIGN_LEGEND_COLOR_ID,CC_SIGN_MATERIAL_ID,CC_SIGN_MIN_LOC_ID,CC_SIGN_MM,CC_SIGN_MSR_ID,CC_SIGN_NOMENCLATURE_ID,CC_SIGN_NO_POST_GRD_MNT_ID,CC_SIGN_PENNDOT_MAT_NUM_ID,CC_SIGN_POST_MSR_ID,CC_SIGN_PTC_MAT_NUM_ID,CC_SIGN_PTC_PENNDOT_NUM_ID,CC_SIGN_RECON_COMM,CC_SIGN_RECON_PROJ,CC_SIGN_REFLECTIVITY_ID,CC_SIGN_SAP_EQIP_NBR,CC_SIGN_SHEETING_ID,CC_SIGN_SIZE,CC_SIGN_STATION,CC_SIGN_STR_MOUNT_TYPE_ID,CC_SIGN_TMP_OBJECTID,CC_SIGN_TMP_PHOTOB,CC_SIGN_TMP_PHOTOF,CC_SIGN_TP_LANE,COMMENT_ID,COMMENT_STR,DATE_UPDATE,EASTING,FABRICATION_AGREEMENT,INSTALL_AGREEMENT,INTERFACE_TRIGGER_DATE,IS_BREAKAWAY,JURISDICTION,LAT,LOAD_DATE,LOC_IDENT,NORTHING,NOTES,ORIGIN,ORIG_KEY,OWNER_ID,OWNER_NET,PERIODIC_MAINT_ID,POSITION_NAME,QA_DATA_FLAG,QA_PHOTO_FLAG,READABLE_TRAVEL_DIR,REPLACED,RETIRED,SIGN_CLASS_CODE_ID,SIGN_CURRENT_CONDITION,SIGN_NAME,SIGN_STATUS_ID,SIGN_SUPPORT_H_ID,SIGN_SUPPORT_ID,SIZE_HEIGHT,SIZE_UNIT_ID,SIZE_WIDTH,SUP_EXT_CD,SYMBOL,TRAVEL_DIRECTION,USER_UPDATE,VARIABLE_SIGN_HEIGHT,VARIABLE_SIGN_WIDTH
10,,,40.309455,-79.676387,1530,,4,,8,3,Exit Gore Sign,"30",4,12.4405002593994,,3,1015,4,11,2,2017/11/16 00:00:00+00,5,4,8,1,2,67.51,22098,7007,3,,22098,,4021,,,1,1013993,1,72 X 60,,8,,,Images/T6/1327828178569365873-STO.jpg,0,91207,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/12/11 00:00:00+00,38219657,,,,,1520,,,,,,,,,100340,,WB/Gore/N/A/067.51/ExitGoreSign#287057,1185,,,60,,72,,,,LRS_POST,,
74,,,40.252183,-79.642005,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,5.64580011367798,,3,1015,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,72.4,591,5054,2,,591,,1464,,,3,1011917,1,12 X 48,,8,,,Images/TWBMain/521513019638030118-STO.jpg,0,70930,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38201135,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/072.40/Double-DigitIntermediateReferenceLocationSign#114563,1185,,,48,,12,,,,LRS_POST,,
75,,,40.206136,-79.568199,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,3.44959998130798,,3,1017,5,11,4,2017/10/10 00:00:00+00,5,4,8,3,8,77.7,707,5054,2,,707,,1464,,,3,1011982,1,12 X 48,,8,,,Images/TWBMain/1825463699548107742-STO.jpg,0,71213,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38203945,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/077.70/Double-DigitIntermediateReferenceLocationSign#114679,1185,,,48,,12,,,,LRS_POST,,
79,,,40.1503,-79.458999,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,3.14949989318848,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,84.8,604,5054,2,,604,,1464,,,3,1014536,1,12 X 48,,8,,,Images/TWBMain/6419178346348094231-STO.jpg,0,70939,"84.8",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38201144,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/084.80/Double-DigitIntermediateReferenceLocationSign#114576,1185,,,48,,12,,,,LRS_POST,,
80,,,40.212668,-79.586677,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,7.66860008239746,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,76.6,717,5054,2,,717,,1464,,,3,1011992,1,12 X 48,,8,,,Images/TWBMain/3238137259767165460-STO.jpg,0,71221,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38203953,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/076.60/Double-DigitIntermediateReferenceLocationSign#114689,1185,,,48,,12,,,,LRS_POST,,
84,,,40.310801,-79.678006,1530,,9,0,11,1,Right Clearance Marker,"3",1,433.269897460938,,3,1014,5,11,2,2017/10/12 00:00:00+00,5,4,1,3,8,67.38,2811,5765,2,,2811,,2369,,,3,1012942,1,12 X 36,,8,,,Images/TEBMain/3314413231968298906-STO.jpg,0,72703, ,2021/09/29 00:00:00+00,,,,2021/09/29 00:00:00+00,,,,2017/10/30 00:00:00+00,38195793,,,,,1520,,,,,,,,,100332,,EB/Shoulder/N/A/067.38/RightClearanceMarker#116740,1201,,,36,,12,,,,EHALIN,,
92,,,40.159679,-79.480931,1527,,9,0,1,1,Falling Rock Sign,"16",4,4.09340000152588,,3,1017,6,11,2,2017/10/10 00:00:00+00,5,4,1,3,8,83.45,725,7004,3,,725,,4011,,,1,1014591,1,48 X 48,,8,,,Images/TWBMain/4188086895250166638-STO.jpg,0,71268, ,2020/09/21 00:00:00+00,,,,2020/09/21 00:00:00+00,,,,2017/10/30 00:00:00+00,38203960,,,,,1520,,,,,,,,,100345,,WB/Shoulder/N/A/083.45/FallingRockSign#114697,1201,,,48,,48,,,,EHALIN,,
94,,,40.262152,-79.649093,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,5.94019985198975,,3,1015,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,71.5,623,5054,2,,623,,1464,,,3,1011935,1,12 X 48,,8,,,Images/TWBMain/1144065592101308514-STO.jpg,0,70993,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202600,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/071.50/Double-DigitIntermediateReferenceLocationSign#114595,1185,,,48,,12,,,,LRS_POST,,
96,,,40.260236,-79.644199,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,4.14330005645752,,3,1015,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,71.8,620,5054,2,,620,,1464,,,3,1011932,1,12 X 48,,8,,,Images/TWBMain/3580730359325090553-STO.jpg,0,70991,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202533,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/071.80/Double-DigitIntermediateReferenceLocationSign#114592,1185,,,48,,12,,,,LRS_POST,,
97,,,40.16308,-79.485284,1527,,9,0,1,1,Left Curve Sign,"16",4,5.35570001602173,,3,1017,6,11,2,2017/10/10 00:00:00+00,5,4,1,3,8,83.11,734,6132,3,,734,,2945,,,1,1014596,1,48 X 48,,8,,,Images/TWBMain/4691352750066366415-STO.jpg,0,71276, ,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38203968,,,,,1520,,,,,,,,,100345,,WB/Shoulder/N/A/083.11/LeftCurveSign#114706,1185,,,48,,48,,,,LRS_POST,,
98,,,40.155299,-79.438504,1527,,4,0,8,3,Enhanced Reference Location With Decimal Sign,"7.5",4,5.71640014648438,,3,1017,5,11,2,2017/10/11 00:00:00+00,5,4,8,3,8,86,1019,5057,2,,1019,,1467,,,3,1014837,1,18 X 60,,8,,,Images/TWBMain/5698488083232661020-STO.jpg,0,71289,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38205296,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/086.00/EnhancedReferenceLocationWithDecimalSign#114991,1185,,,60,,18,,,,LRS_POST,,
101,,,40.154422,-79.433065,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,59.7145004272461,,3,1016,5,11,2,2017/10/16 00:00:00+00,5,4,8,3,8,86.3,3848,5054,2,,3848,,1464,,,3,1015847,1,12 X 48,,8,,,Images/TEBMain/1815895913366797485-STO.jpg,0,82000,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202318,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/086.30/Double-DigitIntermediateReferenceLocationSign#117775,1185,,,48,,12,,,,LRS_POST,,
102,,,40.304022,-79.672723,1530,,4,0,8,3,West Route 76 - Monroeville / Pittsburgh,"225",4,34.0065002441406,,3,1015,3,11,2,2017/10/10 00:00:00+00,5,4,8,1,5,67.93,829,7002,1,,829,,,,,1,1012037,1,180 X 180,,10,,,Images/TWBMain/5195893638227670396-STO.jpg,0,71013,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38205073,,,,,1520,,,,,,,,,100331,,WB/Overhead/N/A/067.93/WestRoute76-Monroeville/Pittsburgh#114801,1185,,,180,,180,,,,LRS_POST,,
109,,,40.344983,-79.689911,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,6.11910009384155,,3,1015,5,11,2,2017/08/30 00:00:00+00,5,4,8,3,8,64.8,411,5054,2,,411,,1464,,,3,1011755,1,12 X 48,,8,,,Images/TWBMain/5249338381159469984-STO.jpg,0,71319,"64.8",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38201019,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/064.80/Double-DigitIntermediateReferenceLocationSign#114384,1185,,,48,,12,,,,LRS_POST,,
112,,,40.183077,-79.52856,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,6.74459981918335,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,80.4,532,5054,2,,532,,1464,,,3,1014522,1,12 X 48,,8,,,Images/TWBMain/8423442849034699172-STO.jpg,0,70764,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202424,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/080.40/Double-DigitIntermediateReferenceLocationSign#114504,1185,,,48,,12,,,,LRS_POST,,
113,,,40.199036,-79.553958,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,5.61079978942871,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,78.6,643,5054,2,,643,,1464,,,3,1011949,1,12 X 48,,8,,,Images/TWBMain/4851813951805888783-STO.jpg,0,71044,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202557,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/078.60/Double-DigitIntermediateReferenceLocationSign#114615,1185,,,48,,12,,,,LRS_POST,,
114,,,40.275733,-79.66826,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,3.34879994392395,,3,1015,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,69.9,637,5054,2,,637,,1464,,,3,1011943,1,12 X 48,,8,,,Images/TWBMain/1420010369748865861-STO.jpg,0,71039,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202552,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/069.90/Double-DigitIntermediateReferenceLocationSign#114609,1185,,,48,,12,,,,LRS_POST,,
115,,,40.215926,-79.59596,1527,,9,0,11,1,Chevron Alignment Sign,"12",4,2.74009990692139,,3,1017,6,11,2,2017/10/10 00:00:00+00,5,4,1,3,8,76.01,769,6212,2,,769,,2992,,,1,1012018,1,36 X 48,,8,,,Images/TWBMain/7960354831409281689-STO.jpg,0,71340, ,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38205146,,,,,1520,,,,,,,,,100345,,WB/Shoulder/N/A/076.01/ChevronAlignmentSign#114741,1185,,,48,,36,,,,LRS_POST,,
116,,,40.310615,-79.677609,1530,,4,0,8,5,Overhead Roadway Identification Sign,"8.25",4,33.9392013549805,,3,1015,3,11,2,2017/10/10 00:00:00+00,5,4,8,3,5,67.41,817,5151,1,,817,,4039,,,2,1012034,1,66 X 18,,1,,,Images/TWBMain/5830504186016105452-STO.jpg,0,71495,Irwin Int.,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38206491,,,,,1520,,,,,,,,,100329,,WB/Overhead/N/A/067.41/OverheadRoadwayIdentificationSign#114789,1185,,,18,,66,,,,LRS_POST,,
119,,,40.14906,-79.428178,1527,,9,0,11,1,Chevron Alignment Sign,"12",4,0.42629998922348,,3,1017,5,11,2,2017/10/11 00:00:00+00,5,4,1,3,3,86.76,937,6212,2,,937,,2992,,,1,1014755,1,36 X 48,,8,,,Images/TWBMain/4733149193817032006-STO.jpg,0,71065, ,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38203817,,,,,1520,,,,,,,,,100345,,WB/Median/N/A/086.76/ChevronAlignmentSign#114909,1185,,,48,,36,,,,LRS_POST,,
121,,,40.348763,-79.687,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,5.14309978485107,,3,1015,5,11,2,2017/08/30 00:00:00+00,5,4,8,3,8,64.5,414,5054,2,,414,,1464,,,3,1011758,1,12 X 48,,8,,,Images/TWBMain/476079624261106028-STO.jpg,0,71360,"64.5",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38201023,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/064.50/Double-DigitIntermediateReferenceLocationSign#114387,1185,,,48,,12,,,,LRS_POST,,
126,,,40.3662,-79.678573,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,4.96229982376099,,3,1015,5,11,2,2017/08/30 00:00:00+00,5,4,8,3,8,63.2,427,5054,2,,427,,1464,,,3,1011770,1,12 X 48,,8,,,Images/TWBMain/3541451125797128937-STO.jpg,0,71370,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38201032,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/063.20/Double-DigitIntermediateReferenceLocationSign#114399,1185,,,48,,12,,,,LRS_POST,,
129,,,40.267394,-79.666434,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,6.59940004348755,,3,1015,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,70.5,547,5054,2,,547,,1464,,,3,1011880,1,12 X 48,,8,,,Images/TWBMain/8472416635130205420-STO.jpg,0,70817,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38199742,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/070.50/Double-DigitIntermediateReferenceLocationSign#114519,1185,,,48,,12,,,,LRS_POST,,
130,,,40.202344,-79.560157,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,7.14779996871948,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,78.2,660,5054,2,,660,,1464,,,3,1011963,1,12 X 48,,8,,,Images/TWBMain/8392120759395817565-STO.jpg,0,71095,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202576,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/078.20/Double-DigitIntermediateReferenceLocationSign#114632,1185,,,48,,12,,,,LRS_POST,,
131,,,40.157639,-79.477104,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,5.94540023803711,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,83.7,675,5054,2,,675,,1464,,,3,1014566,1,12 X 48,,8,,,Images/TWBMain/269465999615289717-STO.jpg,0,71107,"83.7",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202588,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/083.70/Double-DigitIntermediateReferenceLocationSign#114647,1185,,,48,,12,,,,LRS_POST,,
134,,,40.17759,-79.515287,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,3.83279991149902,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,81.2,850,5054,2,,850,,1464,,,3,1014668,1,12 X 48,,8,,,Images/TWBMain/436009912153533461-STO.jpg,0,71558,"81.2",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38203828,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/081.20/Double-DigitIntermediateReferenceLocationSign#114822,1185,,,48,,12,,,,LRS_POST,,
136,,,40.149501,-79.428554,1527,,9,0,11,1,Chevron Alignment Sign,"12",4,0.909799993038177,,3,1017,5,11,2,2017/10/11 00:00:00+00,5,4,1,3,3,86.73,952,6212,2,,952,,2992,,,1,1014770,1,36 X 48,,8,,,Images/TWBMain/8763515786723700265-STO.jpg,0,71115, ,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38203897,,,,,1520,,,,,,,,,100345,,WB/Median/N/A/086.73/ChevronAlignmentSign#114924,1185,,,48,,36,,,,LRS_POST,,
137,,,40.356069,-79.682872,1530,,8,0,1,2,Emergency Pull-Off 1500 Feet Sign,"12",4,3.6939001083374,,3,1015,6,11,2,2017/08/14 00:00:00+00,5,4,1,3,8,63.94,4,6352,3,,4,,1225,,,1,1011402,1,48 X 36,,8,,,Images/TWBMain/2249203438006130319-STO.jpg,0,71401, ,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38194735,,,,,1520,,,,,,,,,100336,,WB/Shoulder/N/A/063.94/EmergencyPull-Off1500FeetSign#114015,1185,,,36,,48,,,,LRS_POST,,
148,,,40.123747,-79.400674,1527,,9,0,1,1,Next 5 Miles Plaque,"5.0",4,5.92329978942871,,3,1017,9,11,2,2017/10/10 00:00:00+00,5,4,1,3,8,89.16,689,7056,1,,688,,3130,,,1,1014576,1,30 X 24,,8,,,Images/TWBMain/5887984337451727189-STO.jpg,0,71158,,2022/10/19 00:00:00+00,,,,2022/10/19 00:00:00+00,,,,2017/10/30 00:00:00+00,38203919,,,2020/10/07 00:00:00+00,,1520,,,,,,,,,100345,,WB/Shoulder/N/A/089.16/Next5MilesPlaque#114661,1185,,,24,,30,,,,EHALIN,,
149,,,40.167645,-79.494665,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,6.10809993743896,,3,1017,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,82.5,797,5054,2,,797,,1464,,,3,1014631,1,12 X 48,,8,,,Images/TWBMain/8012435995228501673-STO.jpg,0,71440,"82.5",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38202461,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/082.50/Double-DigitIntermediateReferenceLocationSign#114769,1185,,,48,,12,,,,LRS_POST,,
152,,,40.245929,-79.638191,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",4,9.36730003356934,,3,1015,5,11,2,2017/10/10 00:00:00+00,5,4,8,3,8,72.9,586,5054,2,,586,,1464,,,3,1011912,1,12 X 48,,8,,,Images/TWBMain/8634704993116612041-STO.jpg,0,70886,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38199771,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/072.90/Double-DigitIntermediateReferenceLocationSign#114558,1185,,,48,,12,,,,LRS_POST,,
153,,,40.125234,-79.402926,1527,,4,0,8,3,Enhanced Reference Location With Decimal Sign,"7.5",4,3.30250000953674,,3,1017,5,11,4,2017/10/10 00:00:00+00,5,4,8,3,8,89,700,5057,2,,700,,1467,,,3,1014583,1,18 X 60,,8,,,Images/TWBMain/6967707186575744463-STO.jpg,0,71166,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38203927,,,,,1520,,,,,,,,,100327,,WB/Shoulder/N/A/089.00/EnhancedReferenceLocationWithDecimalSign#114672,1185,,,60,,18,,,,LRS_POST,,
185,,,40.312847,-79.678785,1530,,9,0,1,1,Right Horseshoe Curve Sign,"16",3,227.224899291992,1091,2,1129,6,11,2,2017/10/12 00:00:00+00,3,4,1,3,7,67.22,2808,6101,3,,2808,,3013,,,3,1012939,1,48 X 48,,8,,,Images/TEBMain/5604666648475053394-STO.jpg,0,72700, ,2019/05/24 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195800,,,2015/07/24 00:00:00+00,,1520,,,,,,,,,100345,,EBDecel/Ramp/ExitInside/067.22/RightHorseshoeCurveSign#116737,1185,,,48,,48,,,,EHALIN,,
190,,,40.303002,-79.672788,1530,,4,0,8,3,Enhanced Reference Location With Decimal Sign,"7.5",1,359.359710693359,,3,1014,7,11,2,2017/10/12 00:00:00+00,5,4,8,3,8,68,2821,5057,1,,2821,,1467,,,3,1012950,1,18 X 60,,9,,,Images/TEBMain/8294615880663410923-STO.jpg,0,72710,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195809,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/068.00/EnhancedReferenceLocationWithDecimalSign#116750,1185,,,60,,18,,,,LRS_POST,,
247,,,40.230874,-79.617116,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,12.2230997085571,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,74.5,3059,5054,2,,3059,,1464,,,3,1013151,1,12 X 48,,8,,,Images/TEBMain/1989865010802920376-STO.jpg,0,73487,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197103,,"74.5",,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/074.50/Double-DigitIntermediateReferenceLocationSign#116988,1185,,,48,,12,,,,LRS_POST,,
249,,,40.229106,-79.614188,1530,,17,0,14,3,Exit 75 - New Stanton - Exit Only,"285",1,20.0450992584229,,3,1014,3,11,2,2017/10/13 00:00:00+00,5,4,14,1,5,74.67,3063,7002,1,,3063,,,,,2,1013155,1,180 X 228,,10,,,Images/TEBMain/505253511605114161-STO.jpg,0,73630,,2022/11/18 00:00:00+00,,,,2022/11/18 00:00:00+00,,,,2017/10/30 00:00:00+00,38198327,,,,,1520,,,,,,,,,100331,,EB/Overhead/N/A/074.67/Exit75-NewStanton-ExitOnly#116992,1201,,,228,,180,,,,EHALIN,,
250,,,40.142921,-79.419311,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,6.28999996185303,,3,1016,5,11,2,2017/10/12 00:00:00+00,5,4,8,3,8,87.4,2559,5054,2,,2559,,1464,,,3,1015189,1,12 X 48,,8,,,Images/TEBMain/1680571667723711495-STO.jpg,0,72924,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38200923,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/087.40/Double-DigitIntermediateReferenceLocationSign#116493,1185,,,48,,12,,,,LRS_POST,,
253,,,40.180026,-79.522181,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,3.8889000415802,,3,1016,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,10,80.8,3098,5054,2,,3098,,1464,,,3,1015266,1,12 X 48,,8,,,Images/TEBMain/6918511047798589353-STO.jpg,0,73644,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195859,,,,,1520,,,,,,,,,100327,,EB/WideArea/N/A/080.80/Double-DigitIntermediateReferenceLocationSign#117027,1185,,,48,,12,,,,LRS_POST,,
259,,,40.342884,-79.691657,1530,,8,0,1,2,Park Behind Line Sign,"9",1,366.621185302734,,3,1014,6,11,2,2017/10/12 00:00:00+00,5,4,1,3,10,64.97,2762,6345,2,,2762,,1205,,,2,1012902,1,36 X 36,,8,,,Images/TEBMain/8671573884461431288-STO.jpg,0,73685, ,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38214417,,,,,1520,,,,,,,,,100336,,EB/WideArea/N/A/064.97/ParkBehindLineSign#116696,1185,,,36,,36,,,,LRS_POST,,
264,,,40.314892,-79.678511,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,77.9837036132812,,3,1014,5,11,2,2017/10/12 00:00:00+00,5,4,8,3,8,67.1,2805,5054,2,,2805,,1464,,,3,1012936,1,12 X 48,,8,,,Images/TEBMain/7644615856735501706-STO.jpg,0,73782,"67.1",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213281,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/067.10/Double-DigitIntermediateReferenceLocationSign#116734,1185,,,48,,12,,,,LRS_POST,,
273,,,40.364223,-79.678989,1530,,8,0,7,2,No Parking Arrow Plaque (Left Arrow),"4.5",1,156.241500854492,,3,1014,9,11,2,2017/10/12 00:00:00+00,5,4,7,3,8,63.33,2575,6012,1,,2574,,2693,,,1,1012795,1,36 X 18,,8,,,Images/TEBMain/6345369893217668709-STO.jpg,0,81988,L,2024/02/28 00:00:00+00,,,,2023/12/13 00:00:00+00,,,,2017/10/30 00:00:00+00,38200936,,,,,1520,,,,,,,,,100336,,EB/Shoulder/N/A/063.33/NoParkingArrowPlaque(LeftArrow)#116509,1185,,,18,,36,,,,LRS_POST,,
289,,,40.319821,-79.679833,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,109.922996520996,,3,1014,5,11,2,2017/10/12 00:00:00+00,5,4,8,3,8,66.7,2799,5054,2,,2799,,1464,,,3,1012930,1,12 X 48,,8,,,Images/TEBMain/3087224911571917148-STO.jpg,0,73775,"66.7",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213275,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/066.70/Double-DigitIntermediateReferenceLocationSign#116728,1185,,,48,,12,,,,LRS_POST,,
