OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude
0,1496538.973,303924.3651,1559.732914,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-995b17e9-cf2b-485f-950f-fa8c2d6baa68,WEST 76 MILE 86.0,D10-1,75.30204851,14.61089333,,-130.4567307,-79.43857324,40.15524868
1,1470724.591,315406.1452,1142.893192,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-37d5325f-a2a0-4f52-86c0-6bb6c0e720ea,Hecla Road,D3-1,8.196756472,2.393499705,,-54.86211889,-79.53173573,40.18536892
2,1470391.814,316349.8509,1111.322881,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a6dc78f0-d216-49fd-b3f9-f6a5e8fbbd6f,SPEED LIMIT 70,R2-1,3.860722008,5.395835782,,155.3220081,-79.53299474,40.18794051
3,1446053.487,334204.8412,1073.072908,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-22138512-ab15-48bb-8f43-1b1d742c24bc,,D1-1,8.399006673,0.596452006,,-82.2335786,-79.62144333,40.23556117
4,1432478.321,358387.4952,1122.383228,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c5dc3bee-37bb-459a-abd7-24f691eaa135,DIRECTIONS AT EXIT,D9-18b,2.046887851,0.751642987,,-16.16012105,-79.67194039,40.30112853
5,1429289.255,367215.3014,1083.692063,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7c3bc282-c992-4159-a656-d7a3ab7c9436,MILE 66.3,D10-1,34.42437003,4.628030152,,86.91804359,-79.68406445,40.32516441
6,1485007.997,305662.4915,1289.171922,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-da7be8f6-b8df-46e7-b24e-62d874deb9b7,"MILE
88
5",D10-1,24.43548851,5.147756975,,137.9899903,-79.47993992,40.1594065
7,1507276.69,291575.4352,1817.949696,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9ed0a963-7701-4ae8-a6c5-6a080c693e49,"MILE
89.3",D10-1,18.33284709,11.83023114,,93.70555056,-79.39934002,40.12191272
8,1449362.592,330694.0355,1008.637393,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-619130bb-19b8-4291-9a05-1040d7051641,WEST,M3-4,1.194577455,0.388314562,,-126.9078272,-79.60932864,40.22611775
9,1449329.45,330725.7994,1010.74178,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8979a712-7c23-4f4b-8593-80f1948d314b,STOP,R1-1,0.279697952,0.111219053,,-48.79282761,-79.6094497,40.22620301
10,1430762.388,362333.6329,1099.14476,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a25bde99-8d2d-436e-8baa-7995764d28d1,,W1-13,0.807681068,1.150403912,,-95.17903409,-79.67839994,40.31185563
11,1485225.429,305304.34,1291.353204,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-adab1fe3-11af-4ccf-b87b-e8c058e819d8,NO PARKING,R8-3,2.680856291,1.963740125,,34.18444277,-79.47913706,40.15843522
12,1490291.247,302386.3696,1388.804657,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e47a2b50-18b3-44aa-ac66-aa94b7badca4,MILE 84.7,D10-1,9.749657738,6.003641198,,77.61018295,-79.46081409,40.15069745
13,1433234.066,350911.8794,1037.127518,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-eea5e2ce-60a2-4c74-bacd-94f32514357d,30 Irwin McKeesport 2 MILES,D1-1,1.224226698,13.57075525,,55.02666835,-79.66864921,40.28065749
14,1430964.146,380449.5871,1141.384287,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6c4ed709-37ea-4f00-9e1b-6f4b529ae851,ONE WAY,R6-1,4.386196913,1.860513222,,114.9026698,-79.67909556,40.36158489
15,1446437.434,333390.6018,1056.095887,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-03fdabc2-5b79-4fc8-adbd-94f6a34b418a,,OM3,0.622992299,2.447863022,,-151.0227892,-79.62000666,40.23334885
16,1429119.414,367516.901,1085.657379,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-db45045a-29a3-48b7-bcc9-d9f615bd2b08,"Irwin
Greensburg
1 MILE",D1-1,9.562984499,15.04600481,,145.9592983,-79.68469714,40.32598191
17,1431027.623,380509.866,1149.784915,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c76d2bbe-ac5f-4398-9a73-c2162bc71b0d,,R2-1,0.594910413,1.651706914,,-157.0632453,-79.67887255,40.36175413
18,1430788.218,362247.3572,1101.169899,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bad0645b-6d21-4678-9b1e-3d056da57e3a,,W1-8R,2.122969078,0.561585754,,-93.41075949,-79.67830059,40.3116204
19,1483001.633,307810.7405,1216.282615,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-560c04ea-4013-4f75-8d25-5b7692f9dbfd,,W1-8R,0.515415713,3.578815677,,-34.2903787,-79.48726806,40.1651944
20,1430760.446,361972.1773,1109.973372,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-49729ed1-cd24-4389-85d8-3d4089a612f2,,W1-8R,1.629147148,0.865310851,,18.55431803,-79.6783786,40.31086353
21,1450573.444,329544.2476,983.4511803,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-02a6933d-dcdc-4286-8935-989c28c93a19,25 MPH,W1-1,2.412977752,4.390577298,,-110.9739759,-79.60490668,40.22303209
22,1453989.108,325729.3497,1031.626455,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4ee09f06-37d8-45bc-afc9-70cef803239f,7.3,D10-1,0.974354867,1.96088251,,-63.65376386,-79.59239235,40.21275844
23,1486562.466,304291.5349,1327.058949,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-382045bc-4870-4484-bb53-a2a32ba0e733,NO TRUCKS BUSES TRAILERS LEFT LANE,R3-10b,15.52143929,5.404645831,,-57.49524727,-79.47428366,40.15572726
24,1432286.386,359292.3004,1141.644507,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ac1d3d5a-98b1-43ee-b480-a60b6090f544,,M6-3,1.956737767,0.24541875,,-13.97468848,-79.67269899,40.30360021
25,1482976.591,307849.6379,1214.15575,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b11373dd-52da-400b-a402-0742cb8da9d6,,W1-8L,1.853051901,0.272574937,,-118.306025,-79.48736038,40.1652998
26,1497883.526,303825.6453,1604.363281,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-de66f8a8-dbf1-4e43-a8b0-4f05569fdf3c,,W1-8R,0.781100392,0.403678592,,117.1976694,-79.43375716,40.15504821
27,1454502.056,325599.6671,1036.781843,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c239b805-2341-4c1f-b926-ef95c4b4948e,SR 119,M1-5,6.477411915,2.075060181,,-108.9221805,-79.59054641,40.21243189
28,1430785.354,363038.8006,1080.427349,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b1cda02c-2780-48cb-ba09-85b73d83697b,$300 LITTERING FINE,W14-1a,1.858735646,1.198282107,,-165.1449566,-79.67837282,40.31379226
29,1429595.385,366668.3955,1100.515545,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-09dffb8b-1fe5-442c-8c56-7eb3d4fa7266,64,M1-4,35.51315229,0.928746356,,-85.69981862,-79.68292383,40.32368189
30,1451718.339,327773.9753,993.6819577,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6b218765-67e1-4161-86e3-ff52335a9218,"MILE
75.7",D10-1,1.201587636,3.825958568,,125.9149618,-79.6006747,40.21823955
31,1453138.033,326665.6944,1064.777059,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7a20ebe1-8994-4b97-aed1-f0c11fd6599e,THERMO VILLAGE ROAD,D3-1,14.52309164,2.535086853,,-58.79071533,-79.5955091,40.21527945
32,1464718.59,320376.4843,1025.588182,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-13365563-fd51-4402-9c1a-6e0a88a6c307,ONE WAY,R6-1,4.68766753,1.789380657,,-144.0024206,-79.55359095,40.19867547
33,1470724.71,315406.2797,1141.382886,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-43f90f7a-4812-4c25-8046-3b796a2ac146,Hecla Road,D3-1,8.037751623,1.215503767,,124.6584091,-79.53173532,40.18536929
34,1494639.676,303125.676,1500.592259,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-175b2360-0b15-4e4b-822f-7676e553ad95,,W1-8R,2.810103855,3.903728785,,40.88460755,-79.44531199,40.15295672
35,1446390.561,333421.2218,1076.571509,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0f9febc2-d2cc-444f-b452-a09eb108e099,GLENN FOX ROAD,D3-1,10.1638075,1.636816929,,177.3231041,-79.62017683,40.23343016
36,1488388.088,303163.6275,1320.691271,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c1ebbead-ca3c-4902-a350-5f4fe6ecfae5,Push Button Wait For Walk Signal,R10-3e,0.229506903,0.281881251,,29.86102071,-79.46767509,40.15272929
37,1478509.618,310594.8912,1173.71213,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1b42707b-9a20-4d9f-bd61-35329473ef87,ONE WAY,R6-1,20.49739091,2.57933852,,139.1097333,-79.50353551,40.17259196
38,1479318.375,309962.0893,1175.889256,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1c3a671e-b016-4393-aba9-155109b1eabe,B 21,D10-1,1.200818722,1.128513817,,40.97040186,-79.50059707,40.17089925
39,1487550.209,303855.8993,1308.056638,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ad768378-4d11-4e4d-9bb8-0fb8a710bc3e,,W1-7,2.671208493,1.285843854,,95.09357712,-79.47072023,40.15458451
40,1459247.035,323967.2283,1033.33886,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b613a982-b84e-4176-be4c-8c36bbac4791,70,R2-1,3.201910136,5.218795479,,-57.69770581,-79.57343955,40.20822186
41,1455950.239,325620.5952,998.4823591,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d4674575-21aa-48a0-84ad-7bff1cd2bcec,"WEST
70
119
TO
TOLL
66
Greensburg
Wheeling WV
1 MILE",D1-1,5.75347545,6.574162497,,179.2427596,-79.58536375,40.21257206
42,1490295.166,302384.1829,1388.486365,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3aca3ff5-ec2c-4231-942b-caceec6295a9,MILE 84.7,D10-1,3.411775559,4.896812927,,-75.77328758,-79.46079992,40.15069166
43,1490294.645,302385.0615,1388.749789,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5f82b797-db10-4b20-a570-2859c3fa93af,0 4.7,D10-1,1.056879561,2.158609182,,33.06567735,-79.46080185,40.15069404
44,1493479.282,302158.4782,1452.312956,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1e70ff4c-2571-4f40-bea6-caf9ecc3dc9c,,W1-8L,0.364821154,1.111829537,,70.25382843,-79.44939588,40.15024094
45,1493479.78,302157.2655,1453.469228,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-39d18080-9650-4161-82f7-39157d4c7d8f,,W1-8R,3.272357484,3.872653864,,-111.6249791,-79.44939402,40.15023764
46,1430946.928,381026.1808,1154.49115,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-fe41e6a5-9599-4fbb-9f86-ce4ec7c69f36,No Parking,R8-3,2.789287639,1.502100337,,110.4895907,-79.67920252,40.36316625
47,1504310.17,297386.2426,1784.731773,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6c17b17c-f8fc-4cd4-804f-50d16c4b2314,SPEED LIMIT 55,R2-1,7.137079526,5.592851032,,-43.50399389,-79.41033647,40.13770858
48,1479685.744,309741.6903,1162.166336,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ceedc79f-7844-4ba8-9ce2-1ea62afa31de,8.2,D10-1,4.762139161,4.532204144,,56.69257835,-79.49926712,40.17031433
49,1502950.799,298689.1463,1780.345696,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-37c60219-fb2e-479b-ad63-5dd75e0872ec,PENNA TURNPIKE SAFETY PATROL Dial *11 For Assistance Sponsored By GEICO,D12-5,10.10740457,8.168474829,,-61.41906615,-79.41528544,40.14121429
50,1441964.909,337009.5628,1051.658382,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9d949187-ef5a-4ad6-a21a-a0b8f77f8a18,SEANOR CHURCH RD,D3-1,10.7540949,1.67397863,,-30.53152139,-79.63629905,40.24301983
51,1476758.486,311741.488,1186.373095,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c2fdaf0c-ad2a-46d8-bab7-59bfbf8ab4e1,"MILE
8
1
5",D10-1,16.38675151,4.784759548,,76.34335694,-79.50988241,40.17564323
52,1476763.561,311742.0551,1187.010729,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-88495b65-cccb-4b0f-85cc-9c6d0ec4df1f,"MILE
81
.5",D10-1,24.45890323,4.934050502,,45.51521087,-79.5098643,40.17564507
53,1476764.714,311739.6505,1185.918186,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ed23f270-911d-49b7-89bb-21026ca7ee1a,MILE 81.5,D10-1,21.05459779,4.92225436,,48.76027167,-79.50986,40.17563853
54,1476757.377,311740.2577,1185.623423,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c197181f-2d94-4803-867e-34a6efebe71b,8 15,D10-1,17.66981636,4.96525879,,84.80978788,-79.50988629,40.1756398
55,1476760.86,311740.7799,1186.35262,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-eb41c925-e839-48f4-a523-fc8582b16066,"MILE
81
.5",D10-1,19.35691229,4.938274445,,-119.3576282,-79.50987387,40.17564142
56,1429911.345,378699.6598,1113.554074,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1dbe6485-9a2b-4e34-ae9f-84f0688e5a9a,MILE 63.9,D10-1,1.223868445,2.939899358,,-143.0843085,-79.6827352,40.35671925
57,1440285.186,341724.4695,1114.236263,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bd45ee1d-6c94-4482-8243-46172c2c1db0,SPEED LIMIT 70,R2-1,0.697366154,4.942975928,,98.36571669,-79.64267673,40.25586097
58,1464089,320711.706,1029.676458,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ef2d732a-1e92-429d-aec1-c8fd5b5181e4,No Parking,R7-1,7.012682848,5.287412647,,-62.24657422,-79.55586886,40.19956017
59,1476724.277,311873.4871,1189.251984,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4ab5c22a-ea76-4f0a-94d9-32dddb4e9f7b,MILE 81.5,D10-1,1.171410889,4.239910825,,-65.00018167,-79.51001422,40.17600364
60,1440701.871,339317.4208,1049.324212,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e354319d-31a6-4a85-b3c5-7d13e67bced7,72.6,D10-1,0.798801157,2.093695982,,-14.08902503,-79.64099949,40.24927947
61,1497539.947,303913.6912,1593.602052,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-abe89cc4-8408-439e-a88f-ca487ee1ecdf,,W1-8R,2.895911688,3.926874427,,-80.46708684,-79.43499211,40.15527187
62,1430934.222,380523.3418,1143.825438,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d6652690-e3c9-449b-a869-3735a97eec26,63.5,D10-1,11.70972049,1.327775286,,-63.25055552,-79.6792087,40.36178551
63,1430933.677,380532.5115,1143.808468,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-53c2ac11-40eb-48e3-9689-70189af78a68,"MILE
6
3
5",D10-1,35.30953321,4.897271303,,172.7831327,-79.67921137,40.36181064
64,1430934.766,380528.3976,1143.654228,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-122c0217-2881-4a0e-bf2d-09bb8b815409,MILE 63.5,D10-1,27.32006126,2.658728306,,137.9751985,-79.67920714,40.36179942
65,1466264.225,319182.0752,1042.87163,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bf37967a-2f1f-4fcf-b0ba-09a263e43a64,EAST 76 MILE 79.0,D10-1,1.334336086,5.096545971,,55.75966149,-79.54797189,40.19548391
66,1430933.421,380528.6604,1143.782486,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-724f50fb-ab40-4dc5-8b66-d3b71f8fe9b7,MILE 63.5,D10-1,44.66226549,4.24150771,,-32.33208756,-79.67921199,40.36180006
67,1430933.1,380523.5917,1143.917852,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e2433c43-4920-40b8-927b-f094c0f2cbdb,MILE 63.5,D10-1,22.11420825,2.150727618,,128.714232,-79.67921274,40.36178613
68,1430936.15,380535.017,1143.645617,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7a02bb53-51d8-4ac2-8009-55a1df7fa026,"MILE
63
.5",D10-1,16.79240645,2.889109575,,33.78368242,-79.67920269,40.36181766
69,1463236.595,321387.8268,1030.641394,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-200c9332-bbdb-4dcf-b29e-af8891f20cde,US 3,M1-4,0.908581038,0.919224983,,-48.16516416,-79.55896932,40.2013679
70,1463236.518,321387.7435,1032.06144,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3a77befe-5431-4749-9a3b-e5a6b9d4c397,"MILE
7
8
.3",D10-1,0.955171811,3.793463542,,-48.63311284,-79.55896959,40.20136767
71,1487846.37,303740.8347,1310.340546,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ea31a9f6-4b3a-4814-88fc-ad0d07b13667,,W1-8L,3.113626017,4.311989279,,133.7840403,-79.46965289,40.15428454
72,1466263.949,319182.4324,1042.899163,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9587f3c5-12dc-4edb-8fc5-fe091b64dd1d,"EAST
INTERSTATE 76
MILE 79.0",D10-1,1.175682254,5.454155134,,-122.3111266,-79.54797291,40.19548487
73,1466264.42,319181.774,1042.971602,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-797bc3e8-c2b2-41e8-9f88-1e384ed057a1,"EAST
76
MILE
79
.0",D10-1,2.156789758,5.9620205,,56.50294761,-79.54797117,40.19548309
74,1466270.879,319172.1526,1044.343639,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-110d198a-f39c-491d-8740-ad1ee6f0706d,EAST,M3-2,8.481333664,3.242287509,,56.18742954,-79.54794736,40.19545704
75,1466275.035,319181.3863,1040.562991,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-39ab9717-7aef-4e5e-bdc6-a430fba72515,EAST 76 MILE 79 0,D10-1,52.00074652,7.666653221,,-124.3240981,-79.54793316,40.19548262
76,1466267.598,319177.0274,1044.058589,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e1e471b4-61b2-45ca-a860-dda3be817cca,EAST 76 MILE 79,M1-1,4.641552244,4.102193473,,56.06776822,-79.54795945,40.19547024
77,1466272.667,319180.8465,1039.366621,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2dba9f04-9ab5-4d4a-b44c-cb250919f160,"79
0",D10-1,7.587402668,1.051218696,,-138.9717644,-79.54794159,40.19548101
78,1507504.064,291177.0278,1807.792939,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6647a691-426e-4cb3-b0ea-e8fc59a36c44,,R2-1,1.869142971,0.427995302,,169.9781708,-79.39850052,40.12083089
79,1507504.301,291177.0639,1807.79435,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-34269985-9c6d-4933-9524-fce733334cbe,,R2-1,1.930556752,0.518022384,,170.228612,-79.39849968,40.120831
80,1430065.095,365826.4516,1125.722333,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-55bbd5b8-4aa0-41be-82bf-a9cf3a6d33fc,PARK BEHIND LINE,R8-32,18.55900794,7.326479555,,109.5656882,-79.6811736,40.32139947
81,1430061.917,365836.057,1127.767648,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b99c07ad-6f8f-47fc-8f92-f36fc5e35b46,PARK BEHIND LINE,R8-31,3.7209228,1.84152875,,-126.4191252,-79.68118575,40.32142564
82,1430050.184,365842.561,1128.924019,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cbb5cfe8-640e-4db9-8760-28356eb31c6c,PARK BEHIND LINE,R7-20,5.890076977,3.268690867,,-50.98185739,-79.68122833,40.32144279
83,1430059.508,365846.0982,1126.025956,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9e27a023-1dad-40a1-a2c8-44fc163dcf84,PARK BEHIND LINE,R33-1,35.03319975,5.325945173,,-23.06401381,-79.68119517,40.32145305
84,1430073.381,365849.0842,1125.479935,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c8ee0bf6-599f-46d1-8740-2a81b0f01403,PARK BEHIND LINE,R33-1,28.33036266,4.704073637,,-39.07250385,-79.68114567,40.32146208
85,1430815.849,362360.2896,1098.727146,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f0ffcbc3-0df0-4fe9-abca-d0cf5ea028a1,TOLL,E1-1a,2.897614562,3.010075474,,-12.74036874,-79.67821037,40.31193199
86,1430816.163,362360.4178,1097.470852,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d39feb01-36a5-4282-bf22-bfeea81b2f12,WEST,M3-4,0.745437849,1.556977566,,91.68124977,-79.67820926,40.31193236
87,1430816.329,362360.3473,1095.311948,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ba17c356-6e59-4beb-8bb3-2adb17b30428,76,M1-1,0.983663185,3.168822194,,76.74042067,-79.67820866,40.31193218
88,1460180.457,323500.0267,1048.695689,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-275b069a-510d-422e-9e79-1eddee85a505,35,R2-1,2.102066819,2.430771893,,-65.01028205,-79.5700638,40.20699248
89,1429118.915,367516.6126,1090.766159,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-01616907-99bd-4dab-93a2-54a819d126a9,EXIT 67,E1-5P,9.207062567,2.848244102,,-34.21898737,-79.68469891,40.32598108
90,1458136.264,324666.7666,1016.228375,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f1445781-1113-42f3-a362-e3b1917a4e04,Interstate 76 West Pittsburgh Cleveland ↓,D1-1,13.43743197,8.703764926,,123.7215943,-79.57746749,40.21007872
91,1446301.811,333771.3611,1064.87488,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d1dd56e5-2886-4076-a095-6e9815dce6f9,14.2,D10-1,12.05841557,2.515827239,,-49.65711547,-79.62052119,40.23438594
92,1446294.756,333763.2679,1066.794339,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-63ba9d6a-4763-4a0b-a53e-a98285915348,"MILE
742",D10-1,14.19233502,3.55603259,,110.6723998,-79.62054584,40.23436332
93,1428306.345,369112.2318,1022.813371,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-acc394c6-5cb3-4d47-86ba-6419325a37a9,"MILE
65.9",D10-1,0.978462455,3.632442933,,142.1327974,-79.68773813,40.33031118
94,1440458.09,339833.2325,1058.074369,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2e3fe53c-2e39-480f-ac86-fe6413ffe7ef,"MILE
72.5",D10-1,1.04502974,2.812871906,,-17.29555491,-79.64191222,40.25068076
